trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
255,255_0,RUNNING,SOBOL,,,232,360,4417,0.385053068714216351065005028431,0.000000000100000000000000003643
256,256_0,FAILED,SOBOL,,,1564,2803,2498,0.691188351575285242489599113469,0.000000999999999999999954748112
257,257_0,FAILED,SOBOL,,,3238,1434,3598,0.144848424589261420836194815820,0.010000000000000000208166817117
258,258_0,FAILED,SOBOL,,,3122,3415,4255,0.016232018137350676806329730084,0.200000000000000011102230246252
259,259_0,FAILED,SOBOL,,,2072,2048,591,0.585838799521327002750581414148,0.000100000000000000004792173602
260,260_0,FAILED,SOBOL,,,973,4802,2574,0.272149349672719809145604585865,0.000000000000999999999999999980
261,261_0,FAILED,SOBOL,,,3829,1012,1332,0.813357341732829808300664353737,0.599999999999999977795539507497
262,262_0,FAILED,SOBOL,,,4323,3059,2860,0.554070017140358639373687310581,0.000000010000000000000000209226
263,263_0,FAILED,SOBOL,,,793,1769,1671,0.095328825769945974011321254693,0.800000000000000044408920985006
264,264_0,FAILED,SOBOL,,,2252,3899,3916,0.795234008908271783333532312099,0.100000000000000005551115123126
265,265_0,FAILED,SOBOL,,,2628,31,305,0.368790111282840393780446675009,0.000000099999999999999995474811
266,266_0,FAILED,SOBOL,,,3684,4497,2158,0.474078724225983016982155504593,0.000100000000000000004792173602
267,267_0,FAILED,SOBOL,,,1433,628,3313,0.923789558041840819235801518516,0.400000000000000022204460492503
268,268_0,FAILED,SOBOL,,,362,3696,1024,0.247519596578553324750515685082,0.500000000000000000000000000000
269,269_0,FAILED,SOBOL,,,4518,2405,4757,0.666912811942398597864212206332,0.000000000100000000000000003643
270,270_0,RUNNING,SOBOL,,,4649,3557,1801,0.282320158278569599552554336697,0.100000000000000005551115123126
271,271_0,RUNNING,SOBOL,,,473,2188,3045,0.865561994139105062018302305660,0.000010000000000000000818030539
272,272_0,RUNNING,SOBOL,,,1327,4631,121,0.056736591773107650227281339994,0.000000001000000000000000062282
273,273_0,RUNNING,SOBOL,,,3558,840,3785,0.607707783363759523886926672276,0.900000000000000022204460492503
274,274_0,RUNNING,SOBOL,,,2739,3999,3129,0.736570745792239911509113881039,0.699999999999999955591079014994
275,275_0,RUNNING,SOBOL,,,2382,209,2027,0.161841521127149473580075778045,0.000000000009999999999999999395
276,276_0,RUNNING,SOBOL,,,668,2964,4888,0.978706491634249720057425747655,0.001000000000000000020816681712
277,277_0,RUNNING,SOBOL,,,4217,1596,1208,0.434329149032011641029527027058,0.299999999999999988897769753748
278,278_0,RUNNING,SOBOL,,,4038,4980,4603,0.198242571929469701963455463556,0.000000099999999999999995474811
279,279_0,RUNNING,SOBOL,,,1162,1113,868,0.653814345836639443376725466806,0.100000000000000005551115123126
280,280_0,RUNNING,SOBOL,,,1888,3242,3468,0.457086586890742163635792394416,0.699999999999999955591079014994
281,281_0,RUNNING,SOBOL,,,2919,1952,2313,0.878408108156174427527673742588,0.000000010000000000000000209226
282,282_0,FAILED,SOBOL,,,3427,2585,460,0.773364080734550984885800062330,0.000000000009999999999999999395
283,283_0,RUNNING,SOBOL,,,1773,1295,4071,0.328284578444436203614742453283,0.500000000000000000000000000000
284,284_0,RUNNING,SOBOL,,,27,4363,1515,0.501866323936730585053567210707,0.400000000000000022204460492503
285,285_0,RUNNING,SOBOL,,,4779,494,2706,0.085158961495384571938060958018,0.000100000000000000004792173602
286,286_0,RUNNING,SOBOL,,,4773,4371,4433,0.815437792789191040476737271092,0.000000000000999999999999999980
287,287_0,RUNNING,SOBOL,,,32,506,725,0.270068645803257845194877972972,0.599999999999999977795539507497
288,288_0,RUNNING,SOBOL,,,1764,2594,3612,0.587904052048921599293862527702,0.200000000000000011102230246252
289,289_0,FAILED,SOBOL,,,3429,1306,2482,0.014166512796655296446690641687,0.000100000000000000004792173602
290,290_0,RUNNING,SOBOL,,,2923,3231,604,0.143026854148134596744768032295,0.000000999999999999999954748112
291,291_0,RUNNING,SOBOL,,,1882,1943,4239,0.693010174829512881622406439419,0.010000000000000000208166817117
292,292_0,RUNNING,SOBOL,,,1163,4970,1348,0.383216240258887397285292308879,0.900000000000000022204460492503
293,293_0,RUNNING,SOBOL,,,4029,1103,2560,0.967446065999567506032974506525,0.000000000100000000000000003643
294,294_0,RUNNING,SOBOL,,,4201,2953,1668,0.665076057843863921448246401269,0.500000000000000000000000000000
295,295_0,RUNNING,SOBOL,,,681,1586,2866,0.249356573747470972035600311756,0.000000000100000000000000003643
296,296_0,RUNNING,SOBOL,,,2364,3988,299,0.921968002472072889474929979770,0.000100000000000000004792173602
297,297_0,RUNNING,SOBOL,,,2750,200,3919,0.475900502866134056390023943095,0.400000000000000022204460492503
298,298_0,RUNNING,SOBOL,,,3572,4640,3307,0.370855289453640601937678411559,0.200000000000000011102230246252
299,299_0,RUNNING,SOBOL,,,1311,852,2162,0.793168607667088521040454907052,0.000000099999999999999995474811
300,300_0,RUNNING,SOBOL,,,484,3565,4753,0.097409261954948311856838927270,0.000000010000000000000000209226
301,301_0,RUNNING,SOBOL,,,4630,2200,1030,0.551989357884973275147899585136,0.800000000000000044408920985006
302,302_0,RUNNING,SOBOL,,,4527,3705,3029,0.436394550273194903322604432105,0.001000000000000000020816681712
303,303_0,RUNNING,SOBOL,,,361,2417,1815,0.976641313463449511900194011105,0.299999999999999988897769753748
304,304_0,FAILED,SOBOL,,,1440,4505,3772,0.163922180382534865561439119119,0.699999999999999955591079014994
305,305_0,FAILED,SOBOL,,,3680,640,136,0.734490309607237601419171824091,0.000000000000999999999999999980
306,306_0,RUNNING,SOBOL,,,2627,3888,2014,0.605870806194841904357417661231,0.000000001000000000000000062282
307,307_0,RUNNING,SOBOL,,,2260,21,3145,0.058573345871642229498732490356,0.900000000000000022204460492503
308,308_0,RUNNING,SOBOL,,,790,3048,1192,0.863740215498954078121585098415,0.100000000000000005551115123126
309,309_0,RUNNING,SOBOL,,,4329,1760,4901,0.284141713848337529313425875443,0.000010000000000000000818030539
310,310_0,RUNNING,SOBOL,,,3847,4791,872,0.083337138241156932805253632068,0.400000000000000022204460492503
311,311_0,RUNNING,SOBOL,,,962,1003,4596,0.503687894377857436900569609861,0.000010000000000000000818030539
312,312_0,RUNNING,SOBOL,,,2088,3405,2319,0.326447497176006462549224806935,0.000000000009999999999999999395
313,313_0,RUNNING,SOBOL,,,3110,2038,3465,0.775200909189879938665512781881,0.500000000000000000000000000000
314,314_0,RUNNING,SOBOL,,,3227,2811,4077,0.880488812025636446989551586739,0.800000000000000044408920985006
315,315_0,RUNNING,SOBOL,,,1582,1446,456,0.455006135834380986970870708319,0.000000010000000000000000209226
316,316_0,RUNNING,SOBOL,,,218,4159,2709,0.655879851177334827205811507156,0.000000099999999999999995474811
317,317_0,RUNNING,SOBOL,,,4980,371,1509,0.196177319401875133175749965631,0.100000000000000005551115123126
318,318_0,RUNNING,SOBOL,,,4858,2548,222,0.304505776587873699945419048163,0.000000000100000000000000003643
319,319_0,RUNNING,SOBOL,,,262,1338,3999,0.843894018089398789683741597401,0.900000000000000022204460492503
320,320_0,RUNNING,SOBOL,,,1695,4247,1588,0.046805871032178404667067894707,0.010000000000000000208166817117
321,321_0,RUNNING,SOBOL,,,3193,615,2943,0.618217297391965958652804147277,0.000000999999999999999954748112
322,322_0,RUNNING,SOBOL,,,2997,4859,4830,0.723628695709630842536341788218,0.001000000000000000020816681712
323,323_0,RUNNING,SOBOL,,,2122,1228,951,0.175240538325160732924246076436,0.299999999999999988897769753748
324,324_0,RUNNING,SOBOL,,,1084,3199,3386,0.995962018394842774071662461211,0.599999999999999977795539507497
325,325_0,RUNNING,SOBOL,,,3803,1990,2085,0.417469438359141353789283357401,0.000000000000999999999999999980
326,326_0,RUNNING,SOBOL,,,4295,3956,3691,0.217051399111747755910073465202,0.800000000000000044408920985006
327,327_0,RUNNING,SOBOL,,,902,247,2405,0.634609702566638622656114421261,0.000000010000000000000000209226
328,328_0,FAILED,SOBOL,,,2304,2842,4510,0.441738315623253607888898386591,0.000000999999999999999954748112
329,329_0,FAILED,SOBOL,,,2505,1711,646,0.893299412308260820658745160472,0.200000000000000011102230246252
330,330_0,RUNNING,SOBOL,,,3636,3441,1269,0.764803872825577824023923767527,0.400000000000000022204460492503
331,331_0,RUNNING,SOBOL,,,1562,2309,2637,0.336265993066132085065333967577,0.000100000000000000004792173602
332,332_0,RUNNING,SOBOL,,,395,4594,528,0.521585101684555407786092473543,0.000000000100000000000000003643
333,333_0,RUNNING,SOBOL,,,4414,884,4318,0.064922541487962004413958538862,0.599999999999999977795539507497
334,334_0,RUNNING,SOBOL,,,4596,4377,2239,0.946807764248922434369148959377,0.000000999999999999999954748112
335,335_0,RUNNING,SOBOL,,,597,744,3542,0.404250105284154392926154741872,0.010000000000000000208166817117
336,336_0,RUNNING,SOBOL,,,1355,3654,795,0.706513772999867839530452329200,0.900000000000000022204460492503
337,337_0,RUNNING,SOBOL,,,3449,2444,4676,0.129979970280081041922315421289,0.000000001000000000000000062282
338,338_0,RUNNING,SOBOL,,,2706,3021,2789,0.024815061017870905513138524157,0.000000000000999999999999999980
339,339_0,RUNNING,SOBOL,,,2486,1812,1432,0.577834549928084029168928736908,0.699999999999999955591079014994
340,340_0,RUNNING,SOBOL,,,715,3782,4154,0.252422950353473452000940824291,0.299999999999999988897769753748
341,341_0,RUNNING,SOBOL,,,4089,151,377,0.833601383311673993503632118518,0.001000000000000000020816681712
342,342_0,RUNNING,SOBOL,,,3907,3299,3849,0.531876792130991815632512498269,0.100000000000000005551115123126
343,343_0,RUNNING,SOBOL,,,1207,2168,57,0.117004408519715066838706718499,0.000000099999999999999995474811
344,344_0,FAILED,SOBOL,,,1994,4764,3108,0.805187579492107063927619492461,0.000000001000000000000000062282
345,345_0,FAILED,SOBOL,,,2888,1055,1738,0.358257747411727889286225945398,0.699999999999999955591079014994
346,346_0,FAILED,SOBOL,,,3316,4108,1115,0.486997939337044938312715203210,0.500000000000000000000000000000
347,347_0,FAILED,SOBOL,,,1798,398,4981,0.910413375815376624267116767442,0.000000000009999999999999999395
348,348_0,FAILED,SOBOL,,,153,2682,1935,0.230271691389381888415144317150,0.000010000000000000000818030539
349,349_0,RUNNING,SOBOL,,,4729,1550,3221,0.683764901043847239670014914736,0.299999999999999988897769753748
350,350_0,RUNNING,SOBOL,,,4703,3134,2126,0.123193714721128347311385198282,0.900000000000000022204460492503
351,351_0,RUNNING,SOBOL,,,99,2001,3345,0.541737979974597716470441355341,0.000000001000000000000000062282
352,352_0,RUNNING,SOBOL,,,1853,4912,1070,0.348901044392958270545790355754,0.000000999999999999999954748112
353,353_0,RUNNING,SOBOL,,,3342,1200,4711,0.799468427583575280692684827955,0.010000000000000000208166817117
354,354_0,RUNNING,SOBOL,,,2833,4275,2829,0.920533555809408432502038976963,0.200000000000000011102230246252
355,355_0,RUNNING,SOBOL,,,1969,563,1702,0.492989374672994029591421849545,0.001000000000000000020816681712
356,356_0,RUNNING,SOBOL,,,1233,2537,3963,0.678274046801030650044594949577,0.000000000000999999999999999980
357,357_0,RUNNING,SOBOL,,,3962,1402,258,0.220625509934499863806678376932,0.599999999999999977795539507497
358,358_0,RUNNING,SOBOL,,,4132,4544,4287,0.398302624108269831548767569984,0.000000010000000000000000209226
359,359_0,RUNNING,SOBOL,,,748,909,559,0.936704781122505658608190515224,0.800000000000000044408920985006
360,360_0,RUNNING,SOBOL,,,2454,3509,2528,0.139582305392250416442578853093,0.200000000000000011102230246252
361,361_0,RUNNING,SOBOL,,,2663,2296,1378,0.711987322557717572379942794214,0.000000999999999999999954748112
362,362_0,RUNNING,SOBOL,,,3483,2856,770,0.567959849596023524931354131695,0.000100000000000000004792173602
363,363_0,RUNNING,SOBOL,,,1397,1644,4386,0.018578116277232766678784159353,0.400000000000000022204460492503
364,364_0,RUNNING,SOBOL,,,554,3930,2451,0.839333910148590822686287538090,0.500000000000000000000000000000
365,365_0,RUNNING,SOBOL,,,4563,297,3645,0.261827429471537476146636436170,0.000000000100000000000000003643
366,366_0,RUNNING,SOBOL,,,4437,3791,414,0.625220418259501475866102282453,0.010000000000000000208166817117
367,367_0,RUNNING,SOBOL,,,448,79,4117,0.211303677463904021616158956931,0.000010000000000000000818030539
368,368_0,RUNNING,SOBOL,,,1508,2990,1548,0.899521162237972071729075196345,0.000000001000000000000000062282
369,369_0,FAILED,SOBOL,,,3614,1857,2673,0.451628210766240933971005233616,0.900000000000000022204460492503
370,370_0,RUNNING,SOBOL,,,2557,3609,4555,0.330807705240324156914510922434,0.699999999999999955591079014994
371,371_0,RUNNING,SOBOL,,,2328,2474,916,0.755186275981366672560568531480,0.000000000000999999999999999980
372,372_0,RUNNING,SOBOL,,,878,4449,3500,0.075010262882336975476249563144,0.001000000000000000020816681712
373,373_0,RUNNING,SOBOL,,,4244,736,2281,0.527547844592481829373298296559,0.299999999999999988897769753748
374,374_0,RUNNING,SOBOL,,,3759,2715,3175,0.853525004733353798158645986405,0.000000099999999999999995474811
375,375_0,RUNNING,SOBOL,,,1048,1502,1981,0.310011825641617166926522486392,0.100000000000000005551115123126
376,376_0,RUNNING,SOBOL,,,2159,4102,4855,0.612241056866943855752083436528,0.699999999999999955591079014994
377,377_0,RUNNING,SOBOL,,,3042,467,1241,0.036670496227219698259780500393,0.000000010000000000000000209226
378,378_0,RUNNING,SOBOL,,,3158,4694,1849,0.180944428501650683704937705443,0.000000000009999999999999999395
379,379_0,RUNNING,SOBOL,,,1649,1061,2997,0.733000660460442321486596028990,0.500000000000000000000000000000
380,380_0,RUNNING,SOBOL,,,308,3347,89,0.407623512247577313161173151457,0.299999999999999988897769753748
381,381_0,RUNNING,SOBOL,,,4892,2135,3817,0.989757450461387633389165330300,0.000010000000000000000818030539
382,382_0,RUNNING,SOBOL,,,4926,4959,2607,0.509437566032633237789184477151,0.599999999999999977795539507497
383,383_0,RUNNING,SOBOL,,,196,1168,1301,0.092724502284079787783888093600,0.000000000000999999999999999980
384,384_0,RUNNING,SOBOL,,,1605,3259,4364,0.765309097500518009660197549238,0.000100000000000000004792173602
385,385_0,RUNNING,SOBOL,,,3280,1890,480,0.320227693535387492040911183722,0.200000000000000011102230246252
386,386_0,RUNNING,SOBOL,,,3085,2646,2372,0.464621782671660210617403663491,0.010000000000000000208166817117
387,387_0,RUNNING,SOBOL,,,2036,1278,3722,0.885949020115658680829540116974,0.000000999999999999999954748112
388,388_0,RUNNING,SOBOL,,,1014,4306,693,0.190216493040323259000601296975,0.000000000100000000000000003643
389,389_0,FAILED,SOBOL,,,3871,517,4465,0.645790183493867520070352838957,0.800000000000000044408920985006
390,390_0,RUNNING,SOBOL,,,4366,3540,993,0.971137154931202561947145568411,0.000000000100000000000000003643
391,391_0,RUNNING,SOBOL,,,834,2250,4790,0.426761702850460999947301843349,0.500000000000000000000000000000
392,392_0,RUNNING,SOBOL,,,2216,4653,2047,0.744623827351257205897638868919,0.400000000000000022204460492503
393,393_0,RUNNING,SOBOL,,,2591,785,3422,0.169900307711213838235408957189,0.000100000000000000004792173602
394,394_0,RUNNING,SOBOL,,,3726,4055,4040,0.049199490599334240459317157956,0.000000099999999999999995474811
395,395_0,RUNNING,SOBOL,,,1474,186,179,0.600168776797130654188094922574,0.100000000000000005551115123126
396,396_0,FAILED,SOBOL,,,326,2903,2908,0.290348138842731695596910412860,0.800000000000000044408920985006
397,397_0,FAILED,SOBOL,,,4481,1612,1625,0.873584254806861304487597408297,0.000000010000000000000000209226
398,398_0,RUNNING,SOBOL,,,4685,3120,4932,0.239497332192957407270839098601,0.299999999999999988897769753748
399,399_0,RUNNING,SOBOL,,,510,1751,1161,0.658884835096076093563510767126,0.001000000000000000020816681712
400,400_0,RUNNING,SOBOL,,,1285,3843,3254,0.481617734510451533935793122509,0.000000000009999999999999999395
401,401_0,RUNNING,SOBOL,,,3517,52,1905,0.931326655497774491543339081545,0.699999999999999955591079014994
402,402_0,RUNNING,SOBOL,,,2776,4475,13,0.787175226042047149199731848057,0.900000000000000022204460492503
403,403_0,RUNNING,SOBOL,,,2419,685,3896,0.360737026005983341114813356398,0.000000001000000000000000062282
404,404_0,RUNNING,SOBOL,,,626,3713,1769,0.561637459604069633201106626075,0.000010000000000000000818030539
405,405_0,RUNNING,SOBOL,,,4176,2345,3074,0.102898166190832848765346341224,0.100000000000000005551115123126
406,406_0,FAILED,SOBOL,,,3997,4206,1469,0.280173515733331435217934313187,0.000100000000000000004792173602
407,407_0,FAILED,SOBOL,,,1120,338,2750,0.821383416904136520741985805216,0.400000000000000022204460492503
408,408_0,FAILED,SOBOL,,,1925,2741,337,0.008691102460026741555187967947,0.500000000000000000000000000000
409,409_0,FAILED,SOBOL,,,2955,1452,4197,0.578303607458248714046078475803,0.000000000009999999999999999395
410,410_0,RUNNING,SOBOL,,,3386,3399,3579,0.699245232766494195786322052300,0.000000010000000000000000209226
411,411_0,RUNNING,SOBOL,,,1731,2108,2204,0.152903411541134126583330044014,0.699999999999999955591079014994
412,412_0,RUNNING,SOBOL,,,65,4824,4632,0.958043447660282265765374631883,0.100000000000000005551115123126
413,413_0,RUNNING,SOBOL,,,4815,955,836,0.377481822900474051074581893772,0.000000099999999999999995474811
414,414_0,RUNNING,SOBOL,,,4843,2827,3482,0.925585921529680444308496589656,0.010000000000000000208166817117
415,415_0,RUNNING,SOBOL,,,44,1694,2302,0.471856668090447795016473264695,0.000000999999999999999954748112
416,416_0,RUNNING,SOBOL,,,1756,3979,4535,0.668829098068177696490010930574,0.000000001000000000000000062282
417,417_0,RUNNING,SOBOL,,,3363,268,934,0.245177617805078629231729792082,0.900000000000000022204460492503
418,418_0,RUNNING,SOBOL,,,2934,4573,1527,0.101086160821840173595909107007,0.599999999999999977795539507497
419,419_0,RUNNING,SOBOL,,,1953,860,2692,0.547764717128127798240200263535,0.000000000000999999999999999980
420,420_0,FAILED,SOBOL,,,1097,3460,395,0.374427523696795105934143066406,0.001000000000000000020816681712
421,421_0,FAILED,SOBOL,,,4022,2325,4138,0.789048631533980415753148918157,0.200000000000000011102230246252
422,422_0,FAILED,SOBOL,,,4156,4226,109,0.592023998439311971431209258299,0.000000999999999999999954748112
423,423_0,FAILED,SOBOL,,,654,591,3799,0.010594308296218515191844389278,0.200000000000000011102230246252
424,424_0,FAILED,SOBOL,,,2396,2566,1866,0.819662463288754250534395850991,0.800000000000000044408920985006
425,425_0,FAILED,SOBOL,,,2801,1353,2978,0.266391717193648236428060727121,0.000000010000000000000000209226
426,426_0,FAILED,SOBOL,,,3545,3183,4875,0.387395225943997500994697702481,0.000000000100000000000000003643
427,427_0,RUNNING,SOBOL,,,1264,1972,1219,0.963692996032535997841250718920,0.599999999999999977795539507497
428,428_0,RUNNING,SOBOL,,,536,4882,3196,0.147070659181103097212783836767,0.400000000000000022204460492503
429,429_0,RUNNING,SOBOL,,,4661,1249,1962,0.689392285514622948916496625316,0.000100000000000000004792173602
430,430_0,RUNNING,SOBOL,,,4455,4744,3980,0.322344206707552094481883386834,0.900000000000000022204460492503
431,431_0,RUNNING,SOBOL,,,349,1032,238,0.778755506001412856065257983573,0.000000001000000000000000062282
432,432_0,RUNNING,SOBOL,,,1446,3318,2849,0.079094860052689910934198280756,0.000010000000000000000818030539
433,433_0,RUNNING,SOBOL,,,3746,2184,1685,0.507381478909403105248543397465,0.010000000000000000208166817117
434,434_0,RUNNING,SOBOL,,,2614,2666,1092,0.651713714346289663126299274154,0.299999999999999988897769753748
435,435_0,RUNNING,SOBOL,,,2190,1531,4692,0.199916588747873907871976939532,0.001000000000000000020816681712
436,436_0,RUNNING,SOBOL,,,855,4131,2145,0.876431206371635185270463352936,0.000000000000999999999999999980
437,437_0,RUNNING,SOBOL,,,4337,418,3323,0.458636874003335859306673683022,0.599999999999999977795539507497
438,438_0,RUNNING,SOBOL,,,3894,3638,2430,0.160291412470862260075676886117,0.000000001000000000000000062282
439,439_0,RUNNING,SOBOL,,,988,2425,3663,0.738547945003956596288219316193,0.699999999999999955591079014994
440,440_0,RUNNING,SOBOL,,,2057,4399,752,0.432655310669913861776336716503,0.100000000000000005551115123126
441,441_0,FAILED,SOBOL,,,3058,765,4407,0.980807420551776831807444523292,0.000000099999999999999995474811
442,442_0,FAILED,SOBOL,,,3254,3762,2510,0.860046660710126142923570569110,0.000010000000000000000818030539
443,443_0,RUNNING,SOBOL,,,1628,129,1399,0.288383962294086804156734160642,0.299999999999999988897769753748
444,444_0,RUNNING,SOBOL,,,167,3039,4266,0.602316179640591142785410738725,0.500000000000000000000000000000
445,445_0,RUNNING,SOBOL,,,4947,1828,577,0.062676666082814330716033168756,0.000000000009999999999999999395
446,446_0,RUNNING,SOBOL,,,4903,4007,1789,0.437998570393770936259869586138,0.200000000000000011102230246252
447,447_0,RUNNING,SOBOL,,,289,216,3057,0.897465073255822032294304335664,0.000100000000000000004792173602
448,448_0,FAILED,SOBOL,,,1662,2932,30,0.213420185059309014397044279576,0.000000000000999999999999999980
449,449_0,FAILED,SOBOL,,,3142,1564,3876,0.638666832337155931931249597255,0.599999999999999977795539507497
450,450_0,RUNNING,SOBOL,,,3023,3588,3273,0.518030028989538537942394214042,0.800000000000000044408920985006
451,451_0,FAILED,SOBOL,,,2169,2220,1883,0.069025356072932489426285940226,0.000000000100000000000000003643
452,452_0,FAILED,SOBOL,,,1033,4623,4954,0.761109812410548314254299384629,0.000000999999999999999954748112
453,453_0,FAILED,SOBOL,,,3772,834,1142,0.340507795371115196125799684523,0.010000000000000000208166817117
454,454_0,FAILED,SOBOL,,,4225,2617,4614,0.042564098469913005939879724338,0.000100000000000000004792173602
455,455_0,FAILED,SOBOL,,,890,1327,857,0.621911328064277735272469271877,0.400000000000000022204460492503
456,456_0,FAILED,SOBOL,,,2312,4355,3559,0.300402932260185495660920196315,0.500000000000000000000000000000
457,457_0,FAILED,SOBOL,,,2571,487,2223,0.847449120527133392677399115200,0.000000000100000000000000003643
458,458_0,FAILED,SOBOL,,,3624,4988,316,0.991904858881607620624265564402,0.000000010000000000000000209226
459,459_0,RUNNING,SOBOL,,,1490,1119,4215,0.421100682154297856207847416954,0.800000000000000044408920985006
460,460_0,RUNNING,SOBOL,,,462,3211,1450,0.719463064504787364050741871324,0.200000000000000011102230246252
461,461_0,RUNNING,SOBOL,,,4421,1920,2771,0.178980253811925643647740002962,0.000000099999999999999995474811
462,462_0,RUNNING,SOBOL,,,4549,3428,673,0.809412696132436382256969409354,0.699999999999999955591079014994
463,463_0,RUNNING,SOBOL,,,571,2059,4483,0.354581324428319910602169784397,0.000000000009999999999999999395
464,464_0,FAILED,SOBOL,,,1386,4776,2354,0.535997244147583873363771544973,0.001000000000000000020816681712
465,465_0,FAILED,SOBOL,,,3501,985,3742,0.113432650160044432019468274575,0.299999999999999988897769753748
466,466_0,FAILED,SOBOL,,,2679,4177,4345,0.234316002048552046721496822101,0.010000000000000000208166817117
467,467_0,FAILED,SOBOL,,,2441,387,501,0.680147457869723415235796437628,0.000010000000000000000818030539
468,468_0,FAILED,SOBOL,,,766,2790,2586,0.491177371162921205804963165065,0.000000001000000000000000062282
469,469_0,RUNNING,SOBOL,,,4121,1422,1320,0.906660811474546801669305295945,0.900000000000000022204460492503
470,470_0,RUNNING,SOBOL,,,3979,4523,2926,0.710266367083415395278223058995,0.000000000009999999999999999395
471,471_0,RUNNING,SOBOL,,,1219,655,1605,0.125800508711487013524532585507,0.500000000000000000000000000000
472,472_0,RUNNING,SOBOL,,,1988,3683,4059,0.950425177680328525653408178187,0.400000000000000022204460492503
473,473_0,RUNNING,SOBOL,,,2822,2394,162,0.400205824367702023280912726477,0.000100000000000000004792173602
474,474_0,RUNNING,SOBOL,,,3329,3072,2068,0.255994678970426325914644394288,0.000000099999999999999995474811
475,475_0,RUNNING,SOBOL,,,1868,1781,3403,0.829480961037799668922332330112,0.100000000000000005551115123126
476,476_0,RUNNING,SOBOL,,,88,3872,1012,0.028491513743996620816600895409,0.699999999999999955591079014994
477,477_0,RUNNING,SOBOL,,,4721,3,4769,0.573609403545036866667317099200,0.000000010000000000000000209226
478,478_0,RUNNING,SOBOL,,,4755,4668,1174,0.135903502991423008605664790593,0.000100000000000000004792173602
479,479_0,RUNNING,SOBOL,,,130,803,4922,0.716213866848498637018849422020,0.200000000000000011102230246252
480,480_0,RUNNING,SOBOL,,,1826,3516,1994,0.394732293399050804261207758827,0.599999999999999977795539507497
481,481_0,RUNNING,SOBOL,,,3295,2229,3163,0.940822853721678287186591660429,0.000000000000999999999999999980
482,482_0,RUNNING,SOBOL,,,2865,2924,3751,0.835717894624918744561625771894,0.000000000100000000000000003643
483,483_0,FAILED,SOBOL,,,2020,1636,155,0.265869360713288205300131039621,0.800000000000000044408920985006
484,484_0,RUNNING,SOBOL,,,1187,4037,3010,0.564204905837774273180684758699,0.010000000000000000208166817117
485,485_0,RUNNING,SOBOL,,,3935,171,1836,0.022758975753560662519392465697,0.000000999999999999999954748112
486,486_0,RUNNING,SOBOL,,,4065,3280,2729,0.344720155173912634616328887205,0.400000000000000022204460492503
487,487_0,RUNNING,SOBOL,,,741,1914,1492,0.803223401084542265593313459249,0.000100000000000000004792173602
488,488_0,RUNNING,SOBOL,,,2465,4940,4095,0.119151813222095365185637660943,0.000000000009999999999999999395
489,489_0,RUNNING,SOBOL,,,2735,1152,436,0.545353965755552061445143863239,0.500000000000000000000000000000
490,490_0,RUNNING,SOBOL,,,3475,4322,2338,0.674156003944575754616153062670,0.800000000000000044408920985006
491,491_0,RUNNING,SOBOL,,,1332,535,3443,0.224195810901001102433127698532,0.000000010000000000000000209226
492,492_0,RUNNING,SOBOL,,,624,2623,894,0.916306981775909634713173090859,0.000000099999999999999995474811
493,493_0,RUNNING,SOBOL,,,4575,1257,4577,0.496668206816539170578295170344,0.200000000000000011102230246252
494,494_0,RUNNING,SOBOL,,,4386,2762,1365,0.616405290164053432100388363324,0.000000000009999999999999999395
495,495_0,RUNNING,SOBOL,,,416,1475,2541,0.032933130415156483539185217069,0.699999999999999955591079014994
496,496_0,RUNNING,SOBOL,,,1536,4188,624,0.857584513921290647608941526414,0.299999999999999988897769753748
497,497_0,RUNNING,SOBOL,,,3659,322,4222,0.306379183938726762370663436741,0.001000000000000000020816681712
498,498_0,RUNNING,SOBOL,,,2526,4841,3633,0.411728706249967213448570646506,0.000010000000000000000818030539
499,499_0,RUNNING,SOBOL,,,2276,974,2463,0.986200950115919128258212822402,0.100000000000000005551115123126
500,500_0,RUNNING,SOBOL,,,925,3376,4452,0.185184803156182159478149173992,0.900000000000000022204460492503
501,501_0,RUNNING,SOBOL,,,4270,2087,704,0.729308979462832240869829547592,0.000000001000000000000000062282
502,502_0,RUNNING,SOBOL,,,3824,3859,4733,0.903212813492864419195882419444,0.500000000000000000000000000000
503,503_0,RUNNING,SOBOL,,,1056,71,1048,0.447387865854427191347753023365,0.000000000009999999999999999395
504,504_0,RUNNING,SOBOL,,,2146,3097,3289,0.628776948347687714147014048649,0.000010000000000000000818030539
505,505_0,RUNNING,SOBOL,,,2971,1731,2182,0.207198453718796360423226587955,0.400000000000000022204460492503
506,506_0,RUNNING,SOBOL,,,3165,3733,280,0.078642934327945113182067871094,0.100000000000000005551115123126
507,507_0,RUNNING,SOBOL,,,1715,2368,3941,0.523488305661827357795345960767,0.000000099999999999999995474811
508,508_0,RUNNING,SOBOL,,,237,4456,1647,0.334545041309669610729571331831,0.000000010000000000000000209226
509,509_0,FAILED,SOBOL,,,4880,669,2884,0.751022072426974718339920400467,0.800000000000000044408920985006
510,510_0,RUNNING,SOBOL,,,4993,3490,4174,0.748180803580209663472544434626,0.000000999999999999999954748112
511,511_0,RUNNING,SOBOL,,,202,2280,359,0.165795589592307807125237673063,0.010000000000000000208166817117
