trial_index,arm_name,trial_status,generation_node,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
3255,3255_0,ABANDONED,SOBOL,896,2,131,1327,433
3256,3256_0,ABANDONED,SOBOL,679,4,116,1130,56
3257,3257_0,ABANDONED,SOBOL,1858,1,254,665,1557
3258,3258_0,ABANDONED,SOBOL,1149,3,198,1799,1493
3259,3259_0,ABANDONED,SOBOL,314,0,437,280,995
3260,3260_0,ABANDONED,SOBOL,402,4,237,562,1164
3261,3261_0,ABANDONED,SOBOL,1065,2,380,1019,662
3262,3262_0,ABANDONED,SOBOL,1927,2,76,384,351
3263,3263_0,ABANDONED,SOBOL,606,0,306,1911,1849
3264,3264_0,ABANDONED,SOBOL,828,3,449,1609,1726
3265,3265_0,ABANDONED,SOBOL,1647,1,186,66,225
3266,3266_0,ABANDONED,SOBOL,1345,3,367,1462,789
3267,3267_0,ABANDONED,SOBOL,181,1,2,990,1287
3268,3268_0,ABANDONED,SOBOL,188,3,392,1836,445
3269,3269_0,ABANDONED,SOBOL,1275,1,225,364,1943
3270,3270_0,ABANDONED,SOBOL,1732,3,294,1233,1008
3271,3271_0,ABANDONED,SOBOL,804,1,88,690,506
3272,3272_0,ABANDONED,SOBOL,520,2,167,758,883
3273,3273_0,ABANDONED,SOBOL,1951,0,468,1285,1381
3274,3274_0,ABANDONED,SOBOL,1057,4,22,186,1570
3275,3275_0,ABANDONED,SOBOL,473,2,347,1642,69
3276,3276_0,ABANDONED,SOBOL,307,3,45,1425,1774
3277,3277_0,ABANDONED,SOBOL,1219,0,337,906,276
3278,3278_0,ABANDONED,SOBOL,1773,4,143,1505,712
3279,3279_0,ABANDONED,SOBOL,702,1,474,41,1213
3280,3280_0,ABANDONED,SOBOL,982,4,273,473,1336
3281,3281_0,ABANDONED,SOBOL,1551,2,97,1953,839
3282,3282_0,ABANDONED,SOBOL,1441,3,418,584,150
3283,3283_0,ABANDONED,SOBOL,26,0,218,1119,1651
3284,3284_0,ABANDONED,SOBOL,28,3,320,1805,273
3285,3285_0,ABANDONED,SOBOL,1440,0,51,270,1770
3286,3286_0,ABANDONED,SOBOL,1552,4,495,1139,1210
3287,3287_0,ABANDONED,SOBOL,981,1,141,659,708
3288,3288_0,ABANDONED,SOBOL,703,4,122,852,835
3289,3289_0,ABANDONED,SOBOL,1772,2,260,1316,1333
3290,3290_0,ABANDONED,SOBOL,1220,3,188,217,1647
3291,3291_0,ABANDONED,SOBOL,305,0,428,1736,146
3292,3292_0,ABANDONED,SOBOL,471,3,246,1457,1946
3293,3293_0,ABANDONED,SOBOL,1058,1,390,1000,449
3294,3294_0,ABANDONED,SOBOL,1949,3,71,1599,510
3295,3295_0,ABANDONED,SOBOL,522,1,300,72,1011
3296,3296_0,ABANDONED,SOBOL,803,2,439,379,1384
3297,3297_0,ABANDONED,SOBOL,1734,0,176,1921,886
3298,3298_0,RUNNING,SOBOL,1274,4,373,553,72
3299,3299_0,ABANDONED,SOBOL,190,2,8,1025,1573
3300,3300_0,ABANDONED,SOBOL,181,4,402,177,666
3301,3301_0,ABANDONED,SOBOL,1344,2,235,1649,1168
3302,3302_0,ABANDONED,SOBOL,1647,2,288,753,1853
3303,3303_0,ABANDONED,SOBOL,827,0,82,1296,356
3304,3304_0,ABANDONED,SOBOL,607,3,157,1223,229
3305,3305_0,ABANDONED,SOBOL,1926,1,459,696,1730
3306,3306_0,ABANDONED,SOBOL,1066,3,28,1830,1291
3307,3307_0,ABANDONED,SOBOL,402,1,353,374,793
3308,3308_0,ABANDONED,SOBOL,314,2,39,593,1116
3309,3309_0,ABANDONED,SOBOL,1150,0,331,1112,614
3310,3310_0,ABANDONED,SOBOL,1858,4,153,478,429
3311,3311_0,ABANDONED,SOBOL,679,1,484,1942,1926
3312,3312_0,ABANDONED,SOBOL,895,4,279,1515,1553
3313,3313_0,ABANDONED,SOBOL,1575,1,102,35,52
3314,3314_0,ABANDONED,SOBOL,1432,3,408,1431,991
3315,3315_0,ABANDONED,SOBOL,97,0,208,896,1489
3316,3316_0,ABANDONED,SOBOL,68,4,74,314,169
3317,3317_0,ABANDONED,SOBOL,1403,1,312,1857,1671
3318,3318_0,ABANDONED,SOBOL,1605,3,243,742,1356
3319,3319_0,ABANDONED,SOBOL,925,0,378,1214,859
3320,3320_0,ABANDONED,SOBOL,642,2,361,1267,732
3321,3321_0,ABANDONED,SOBOL,1820,0,5,811,1233
3322,3322_0,ABANDONED,SOBOL,1187,4,451,1664,1794
3323,3323_0,ABANDONED,SOBOL,351,2,181,137,296
3324,3324_0,ABANDONED,SOBOL,435,3,491,916,1611
3325,3325_0,ABANDONED,SOBOL,1099,0,129,1381,110
3326,3326_0,ABANDONED,SOBOL,1893,3,323,28,924
3327,3327_0,ABANDONED,SOBOL,574,1,63,1547,1422
3328,3328_0,ABANDONED,SOBOL,852,4,200,1994,1049
3329,3329_0,ABANDONED,SOBOL,1673,2,431,459,547
3330,3330_0,ABANDONED,SOBOL,1319,2,110,1074,487
3331,3331_0,ABANDONED,SOBOL,156,0,255,594,1984
3332,3332_0,ABANDONED,SOBOL,227,2,149,1700,768
3333,3333_0,ABANDONED,SOBOL,1311,0,472,220,1266
3334,3334_0,ABANDONED,SOBOL,1697,4,43,1370,1705
3335,3335_0,ABANDONED,SOBOL,766,2,343,835,204
3336,3336_0,ABANDONED,SOBOL,551,3,420,654,331
3337,3337_0,ABANDONED,SOBOL,1978,1,211,1173,1828
3338,3338_0,ABANDONED,SOBOL,1029,3,267,293,1143
3339,3339_0,ABANDONED,SOBOL,442,1,98,1757,641
3340,3340_0,ABANDONED,SOBOL,280,4,292,1038,1450
3341,3341_0,ABANDONED,SOBOL,1195,1,94,511,953
3342,3342_0,ABANDONED,SOBOL,1797,2,398,1891,14
3343,3343_0,ABANDONED,SOBOL,729,0,223,435,1515
3344,3344_0,ABANDONED,SOBOL,947,3,17,116,1888
3345,3345_0,ABANDONED,SOBOL,1519,0,350,1588,390
3346,3346_0,ABANDONED,SOBOL,1473,4,169,938,576
3347,3347_0,ABANDONED,SOBOL,61,1,463,1481,1078
3348,3348_0,ABANDONED,SOBOL,37,4,175,516,1677
3349,3349_0,RUNNING,SOBOL,1497,2,445,1059,179
3350,3350_0,ABANDONED,SOBOL,1511,3,15,413,865
3351,3351_0,ABANDONED,SOBOL,956,0,371,1885,1366
3352,3352_0,ABANDONED,SOBOL,736,3,383,1563,1240
3353,3353_0,ABANDONED,SOBOL,1789,0,248,107,742
3354,3354_0,ABANDONED,SOBOL,1218,4,301,1491,302
3355,3355_0,ABANDONED,SOBOL,257,1,64,964,1804
3356,3356_0,ABANDONED,SOBOL,466,2,266,246,104
3357,3357_0,ABANDONED,SOBOL,1005,0,121,1710,1601
3358,3358_0,ABANDONED,SOBOL,1987,4,426,826,1416
3359,3359_0,ABANDONED,SOBOL,543,2,195,1345,914
3360,3360_0,ABANDONED,SOBOL,759,3,53,1167,541
3361,3361_0,ABANDONED,SOBOL,1704,1,313,632,1039
3362,3362_0,ABANDONED,SOBOL,1288,3,135,1778,1978
3363,3363_0,ABANDONED,SOBOL,250,0,497,298,477
3364,3364_0,ABANDONED,SOBOL,133,3,109,1402,1260
3365,3365_0,ABANDONED,SOBOL,1342,1,278,922,758
3366,3366_0,RUNNING,SOBOL,1666,3,207,1541,198
3367,3367_0,ABANDONED,SOBOL,860,1,415,6,1695
3368,3368_0,ABANDONED,SOBOL,582,4,333,450,1822
3369,3369_0,ABANDONED,SOBOL,1884,2,33,1969,321
3370,3370_0,ABANDONED,SOBOL,1123,2,477,620,635
3371,3371_0,ABANDONED,SOBOL,411,0,154,1084,1133
3372,3372_0,ABANDONED,SOBOL,374,4,457,1867,958
3373,3373_0,ABANDONED,SOBOL,1164,1,163,340,1460
3374,3374_0,ABANDONED,SOBOL,1828,3,359,1189,1520
3375,3375_0,ABANDONED,SOBOL,635,0,26,732,23
3376,3376_0,ABANDONED,SOBOL,916,2,228,789,396
3377,3377_0,ABANDONED,SOBOL,1613,0,403,1261,1897
3378,3378_0,ABANDONED,SOBOL,1379,4,84,143,1083
3379,3379_0,ABANDONED,SOBOL,92,1,282,1685,585
3380,3380_0,ABANDONED,SOBOL,121,3,438,1103,1764
3381,3381_0,ABANDONED,SOBOL,1408,0,198,568,263
3382,3382_0,ABANDONED,SOBOL,1583,4,254,1968,702
3383,3383_0,ABANDONED,SOBOL,887,2,116,488,1200
3384,3384_0,ABANDONED,SOBOL,672,4,131,56,1327
3385,3385_0,ABANDONED,SOBOL,1865,1,485,1520,825
3386,3386_0,RUNNING,SOBOL,1127,3,56,890,140
3387,3387_0,ABANDONED,SOBOL,337,0,325,1409,1637
3388,3388_0,ABANDONED,SOBOL,378,4,3,1627,455
3389,3389_0,ABANDONED,SOBOL,1090,2,368,171,1956
3390,3390_0,ABANDONED,SOBOL,1918,2,187,1301,1018
3391,3391_0,ABANDONED,SOBOL,615,0,450,774,520
3392,3392_0,ABANDONED,SOBOL,834,3,305,706,893
3393,3393_0,ABANDONED,SOBOL,1640,1,76,1249,1394
3394,3394_0,ABANDONED,SOBOL,1367,3,380,349,1580
3395,3395_0,ABANDONED,SOBOL,158,1,236,1821,82
3396,3396_0,ABANDONED,SOBOL,213,4,348,974,1173
3397,3397_0,ABANDONED,SOBOL,1251,1,23,1447,676
3398,3398_0,ABANDONED,SOBOL,1741,3,469,82,361
3399,3399_0,ABANDONED,SOBOL,796,1,167,1625,1862
3400,3400_0,ABANDONED,SOBOL,513,2,88,1927,1736
3401,3401_0,ABANDONED,SOBOL,1957,0,294,400,238
3402,3402_0,ABANDONED,SOBOL,1034,4,224,1004,799
3403,3403_0,ABANDONED,SOBOL,495,2,391,547,1300
3404,3404_0,ABANDONED,SOBOL,282,3,218,264,608
3405,3405_0,ABANDONED,SOBOL,1243,0,418,1783,1106
3406,3406_0,ABANDONED,SOBOL,1764,4,97,680,1920
3407,3407_0,ABANDONED,SOBOL,710,1,274,1144,419
3408,3408_0,ABANDONED,SOBOL,989,4,473,1342,46
3409,3409_0,ABANDONED,SOBOL,1544,1,142,862,1544
3410,3410_0,ABANDONED,SOBOL,1464,2,337,1727,1483
3411,3411_0,ABANDONED,SOBOL,4,0,45,192,981
3412,3412_0,ABANDONED,SOBOL,10,3,479,1603,1369
3413,3413_0,ABANDONED,SOBOL,1453,1,156,68,871
3414,3414_0,RUNNING,SOBOL,1538,3,335,1468,182
3415,3415_0,ABANDONED,SOBOL,998,1,35,988,1683
3416,3416_0,ABANDONED,SOBOL,717,2,204,556,1806
3417,3417_0,ABANDONED,SOBOL,1754,0,412,1021,309
3418,3418_0,ABANDONED,SOBOL,1238,4,107,390,744
3419,3419_0,ABANDONED,SOBOL,291,2,276,1909,1246
3420,3420_0,ABANDONED,SOBOL,485,3,86,1128,913
3421,3421_0,ABANDONED,SOBOL,1041,0,284,671,1411
3422,3422_0,ABANDONED,SOBOL,1967,4,230,1801,1600
3423,3423_0,ABANDONED,SOBOL,508,1,405,274,99
3424,3424_0,ABANDONED,SOBOL,785,4,358,206,475
3425,3425_0,ABANDONED,SOBOL,1747,2,25,1748,1973
3426,3426_0,ABANDONED,SOBOL,1260,2,456,848,1038
3427,3427_0,ABANDONED,SOBOL,207,0,162,1321,536
3428,3428_0,ABANDONED,SOBOL,168,2,303,475,1694
3429,3429_0,ABANDONED,SOBOL,1362,0,66,1947,193
3430,3430_0,ABANDONED,SOBOL,1630,4,386,582,757
3431,3431_0,ABANDONED,SOBOL,841,1,250,1125,1255
3432,3432_0,ABANDONED,SOBOL,624,4,13,1427,1132
3433,3433_0,ABANDONED,SOBOL,1912,1,370,900,630
3434,3434_0,ABANDONED,SOBOL,1079,3,173,1503,319
3435,3435_0,ABANDONED,SOBOL,384,0,444,47,1817
3436,3436_0,ABANDONED,SOBOL,331,4,136,764,26
3437,3437_0,ABANDONED,SOBOL,1136,2,499,1283,1527
3438,3438_0,ABANDONED,SOBOL,1871,2,54,180,1462
3439,3439_0,ABANDONED,SOBOL,661,0,315,1644,964
3440,3440_0,ABANDONED,SOBOL,882,3,424,1842,588
3441,3441_0,ABANDONED,SOBOL,1593,1,192,362,1089
3442,3442_0,ABANDONED,SOBOL,1415,3,264,1227,1900
3443,3443_0,ABANDONED,SOBOL,111,1,118,692,402
3444,3444_0,ABANDONED,SOBOL,86,3,226,17,1190
3445,3445_0,ABANDONED,SOBOL,1389,1,393,1559,688
3446,3446_0,ABANDONED,SOBOL,1618,3,90,913,252
3447,3447_0,ABANDONED,SOBOL,907,1,296,1385,1750
3448,3448_0,ABANDONED,SOBOL,628,4,467,1063,1627
3449,3449_0,RUNNING,SOBOL,1838,2,165,607,125
3450,3450_0,ABANDONED,SOBOL,1169,2,346,1991,815
3451,3451_0,ABANDONED,SOBOL,364,0,21,464,1312
3452,3452_0,ABANDONED,SOBOL,421,4,339,746,529
3453,3453_0,ABANDONED,SOBOL,1117,1,47,1210,1031
3454,3454_0,ABANDONED,SOBOL,1875,3,475,326,1966
3455,3455_0,ABANDONED,SOBOL,587,0,144,1845,468
3456,3456_0,ABANDONED,SOBOL,870,3,95,1667,92
3457,3457_0,ABANDONED,SOBOL,1659,0,272,132,1593
3458,3458_0,ABANDONED,SOBOL,1332,4,216,1278,1403
3459,3459_0,ABANDONED,SOBOL,138,2,416,798,906
3460,3460_0,ABANDONED,SOBOL,240,4,58,1902,1872
3461,3461_0,ABANDONED,SOBOL,1293,2,327,422,374
3462,3462_0,ABANDONED,SOBOL,1714,2,133,1041,685
3463,3463_0,ABANDONED,SOBOL,752,0,487,506,1186
3464,3464_0,ABANDONED,SOBOL,533,3,252,950,1309
3465,3465_0,ABANDONED,SOBOL,1992,0,115,1469,812
3466,3466_0,ABANDONED,SOBOL,1015,4,436,120,248
3467,3467_0,ABANDONED,SOBOL,459,1,197,1584,1749
3468,3468_0,ABANDONED,SOBOL,262,2,382,1367,409
3469,3469_0,ABANDONED,SOBOL,1209,0,238,840,1906
3470,3470_0,ABANDONED,SOBOL,1783,4,307,1689,1096
3471,3471_0,ABANDONED,SOBOL,746,2,78,233,594
3472,3472_0,ABANDONED,SOBOL,961,4,185,289,971
3473,3473_0,ABANDONED,SOBOL,1501,1,447,1761,1469
3474,3474_0,ABANDONED,SOBOL,1490,3,1,642,1533
3475,3475_0,ABANDONED,SOBOL,47,1,365,1185,32
3476,3476_0,ABANDONED,SOBOL,55,2,30,814,714
3477,3477_0,ABANDONED,SOBOL,1483,0,355,1357,1211
3478,3478_0,ABANDONED,SOBOL,1524,4,159,242,1775
3479,3479_0,ABANDONED,SOBOL,938,2,461,1714,274
3480,3480_0,ABANDONED,SOBOL,722,3,286,1767,151
3481,3481_0,ABANDONED,SOBOL,1807,1,80,311,1648
3482,3482_0,ABANDONED,SOBOL,1200,3,400,1164,1338
3483,3483_0,ABANDONED,SOBOL,270,1,233,637,836
3484,3484_0,ABANDONED,SOBOL,452,4,410,417,1005
3485,3485_0,ABANDONED,SOBOL,1023,2,210,1881,507
3486,3486_0,ABANDONED,SOBOL,1969,3,281,528,443
3487,3487_0,ABANDONED,SOBOL,556,0,104,1047,1944
3488,3488_0,ABANDONED,SOBOL,776,3,151,1494,1567
3489,3489_0,RUNNING,SOBOL,1690,0,482,959,70
3490,3490_0,ABANDONED,SOBOL,1301,4,37,1574,880
3491,3491_0,ABANDONED,SOBOL,232,1,329,94,1382
3492,3492_0,ABANDONED,SOBOL,147,4,190,1200,349
3493,3493_0,ABANDONED,SOBOL,1324,1,429,720,1851
3494,3494_0,ABANDONED,SOBOL,1683,3,124,1870,1161
3495,3495_0,ABANDONED,SOBOL,846,0,261,335,664
3496,3496_0,ABANDONED,SOBOL,564,2,493,154,787
3497,3497_0,ABANDONED,SOBOL,1898,0,139,1673,1288
3498,3498_0,ABANDONED,SOBOL,1109,4,318,792,1724
3499,3499_0,ABANDONED,SOBOL,428,1,49,1257,226
3500,3500_0,ABANDONED,SOBOL,356,3,375,1538,1931
3501,3501_0,ABANDONED,SOBOL,1178,1,11,11,430
3502,3502_0,ABANDONED,SOBOL,1814,4,441,1391,619
3503,3503_0,ABANDONED,SOBOL,652,1,179,934,1117
3504,3504_0,ABANDONED,SOBOL,930,4,69,616,1494
3505,3505_0,ABANDONED,SOBOL,1595,2,298,1088,992
3506,3506_0,RUNNING,SOBOL,1396,2,244,438,57
3507,3507_0,ABANDONED,SOBOL,78,0,388,1981,1554
3508,3508_0,ABANDONED,SOBOL,104,4,269,1305,845
3509,3509_0,ABANDONED,SOBOL,1422,2,101,770,1347
3510,3510_0,ABANDONED,SOBOL,1570,2,422,1639,1658
3511,3511_0,ABANDONED,SOBOL,905,0,214,159,160
3512,3512_0,ABANDONED,SOBOL,685,3,41,352,283
3513,3513_0,ABANDONED,SOBOL,1847,0,341,1816,1784
3514,3514_0,ABANDONED,SOBOL,1144,3,147,717,1220
3515,3515_0,ABANDONED,SOBOL,323,1,470,1236,722
3516,3516_0,ABANDONED,SOBOL,391,3,170,1956,1436
3517,3517_0,ABANDONED,SOBOL,1072,0,464,500,935
3518,3518_0,RUNNING,SOBOL,1935,4,18,1099,124
3519,3519_0,ABANDONED,SOBOL,601,2,351,572,1622
3520,3520_0,ABANDONED,SOBOL,817,4,396,879,1998
3521,3521_0,ABANDONED,SOBOL,1654,1,221,1422,497
3522,3522_0,ABANDONED,SOBOL,1354,3,290,53,562
3523,3523_0,ABANDONED,SOBOL,176,0,92,1525,1060
3524,3524_0,ABANDONED,SOBOL,199,3,453,677,218
3525,3525_0,ABANDONED,SOBOL,1268,0,182,1149,1715
3526,3526_0,ABANDONED,SOBOL,1723,4,363,253,1280
3527,3527_0,ABANDONED,SOBOL,809,1,6,1795,778
3528,3528_0,ABANDONED,SOBOL,531,4,240,1723,655
3529,3529_0,ABANDONED,SOBOL,1944,1,376,196,1153
3530,3530_0,ABANDONED,SOBOL,1048,2,72,1331,1842
3531,3531_0,ABANDONED,SOBOL,477,0,310,874,341
3532,3532_0,ABANDONED,SOBOL,300,3,112,93,1502
3533,3533_0,ABANDONED,SOBOL,1229,1,258,1612,4
3534,3534_0,ABANDONED,SOBOL,1778,3,202,978,939
3535,3535_0,ABANDONED,SOBOL,693,1,434,1442,1441
3536,3536_0,ABANDONED,SOBOL,975,2,322,1015,1064
3537,3537_0,ABANDONED,SOBOL,1561,0,61,535,566
3538,3538_0,ABANDONED,SOBOL,1446,4,490,1931,377
3539,3539_0,ABANDONED,SOBOL,17,2,127,396,1878
3540,3540_0,ABANDONED,SOBOL,23,4,101,1242,1248
3541,3541_0,ABANDONED,SOBOL,1452,2,268,714,747
3542,3542_0,ABANDONED,SOBOL,1555,2,214,1813,311
3543,3543_0,ABANDONED,SOBOL,969,0,421,357,1808
3544,3544_0,ABANDONED,SOBOL,691,3,342,164,1685
3545,3545_0,RUNNING,SOBOL,1776,1,40,1636,184
3546,3546_0,ABANDONED,SOBOL,1231,3,471,767,873
3547,3547_0,ABANDONED,SOBOL,302,1,146,1310,1371
3548,3548_0,ABANDONED,SOBOL,483,2,464,1528,533
3549,3549_0,ABANDONED,SOBOL,1054,0,172,48,1034
3550,3550_0,ABANDONED,SOBOL,1938,4,351,1416,1969
3551,3551_0,ABANDONED,SOBOL,525,1,20,882,472
3552,3552_0,RUNNING,SOBOL,807,4,220,575,95
3553,3553_0,ABANDONED,SOBOL,1721,1,397,1094,1597
3554,3554_0,ABANDONED,SOBOL,1270,3,91,495,1407
3555,3555_0,ABANDONED,SOBOL,201,0,291,1959,909
3556,3556_0,ABANDONED,SOBOL,178,3,184,871,1813
3557,3557_0,RUNNING,SOBOL,1355,0,452,1336,316
3558,3558_0,ABANDONED,SOBOL,1652,4,8,201,626
3559,3559_0,ABANDONED,SOBOL,815,1,362,1720,1128
3560,3560_0,ABANDONED,SOBOL,596,4,377,1792,1251
3561,3561_0,ABANDONED,SOBOL,1929,2,240,258,753
3562,3562_0,ABANDONED,SOBOL,1078,3,311,1154,189
3563,3563_0,ABANDONED,SOBOL,397,0,72,674,1691
3564,3564_0,ABANDONED,SOBOL,325,3,256,391,405
3565,3565_0,ABANDONED,SOBOL,1146,1,113,1933,1902
3566,3566_0,ABANDONED,SOBOL,1846,3,432,537,1092
3567,3567_0,ABANDONED,SOBOL,683,0,203,1010,590
3568,3568_0,ABANDONED,SOBOL,899,2,60,1438,967
3569,3569_0,ABANDONED,SOBOL,1564,0,322,981,1465
3570,3570_0,ABANDONED,SOBOL,1428,4,126,1615,1529
3571,3571_0,ABANDONED,SOBOL,109,2,490,89,28
3572,3572_0,ABANDONED,SOBOL,72,2,354,640,1318
3573,3573_0,ABANDONED,SOBOL,1390,0,31,1159,820
3574,3574_0,ABANDONED,SOBOL,1601,4,460,306,131
3575,3575_0,ABANDONED,SOBOL,936,2,160,1770,1632
3576,3576_0,ABANDONED,SOBOL,654,4,79,1717,1755
3577,3577_0,ABANDONED,SOBOL,1816,1,287,237,258
3578,3578_0,ABANDONED,SOBOL,1176,3,232,1352,693
3579,3579_0,ABANDONED,SOBOL,354,1,401,817,1195
3580,3580_0,ABANDONED,SOBOL,422,4,211,100,901
3581,3581_0,ABANDONED,SOBOL,1103,1,409,1571,1399
3582,3582_0,ABANDONED,SOBOL,1904,2,105,956,1588
3583,3583_0,ABANDONED,SOBOL,570,0,280,1499,87
3584,3584_0,ABANDONED,SOBOL,848,3,483,1052,464
3585,3585_0,ABANDONED,SOBOL,1685,0,150,525,1961
3586,3586_0,ABANDONED,SOBOL,1322,4,330,1877,1026
3587,3587_0,ABANDONED,SOBOL,145,1,36,421,525
3588,3588_0,ABANDONED,SOBOL,230,4,429,1252,1744
3589,3589_0,ABANDONED,SOBOL,1299,1,191,795,243
3590,3590_0,ABANDONED,SOBOL,1692,3,261,1676,807
3591,3591_0,ABANDONED,SOBOL,778,0,125,149,1305
3592,3592_0,ABANDONED,SOBOL,562,3,138,331,1182
3593,3593_0,ABANDONED,SOBOL,1975,0,494,1873,680
3594,3594_0,ABANDONED,SOBOL,1017,4,48,723,370
3595,3595_0,ABANDONED,SOBOL,446,2,319,1196,1867
3596,3596_0,ABANDONED,SOBOL,269,3,11,1978,38
3597,3597_0,ABANDONED,SOBOL,1198,1,374,444,1539
3598,3598_0,ABANDONED,SOBOL,1809,3,179,1094,1474
3599,3599_0,ABANDONED,SOBOL,724,1,440,613,976
3600,3600_0,ABANDONED,SOBOL,944,4,299,931,600
3601,3601_0,ABANDONED,SOBOL,1530,2,68,1396,1101
3602,3602_0,ABANDONED,SOBOL,1477,2,389,16,1912
3603,3603_0,ABANDONED,SOBOL,49,0,243,1535,414
3604,3604_0,ABANDONED,SOBOL,41,3,394,469,842
3605,3605_0,ABANDONED,SOBOL,1484,1,225,1987,1343
3606,3606_0,ABANDONED,SOBOL,1507,4,297,603,1654
3607,3607_0,ABANDONED,SOBOL,967,1,89,1068,157
3608,3608_0,ABANDONED,SOBOL,748,4,166,1390,280
3609,3609_0,ABANDONED,SOBOL,1785,2,466,910,1781
3610,3610_0,ABANDONED,SOBOL,1207,2,22,1556,1217
3611,3611_0,ABANDONED,SOBOL,260,0,345,22,719
3612,3612_0,ABANDONED,SOBOL,454,4,46,801,1377
3613,3613_0,ABANDONED,SOBOL,1009,1,340,1274,876
3614,3614_0,ABANDONED,SOBOL,1998,3,143,128,65
3615,3615_0,ABANDONED,SOBOL,539,0,476,1670,1563
3616,3616_0,ABANDONED,SOBOL,754,2,271,1847,1940
3617,3617_0,ABANDONED,SOBOL,1716,0,96,321,438
3618,3618_0,ABANDONED,SOBOL,1291,4,415,1205,503
3619,3619_0,ABANDONED,SOBOL,239,2,217,748,1001
3620,3620_0,ABANDONED,SOBOL,136,4,328,1581,222
3621,3621_0,ABANDONED,SOBOL,1330,2,57,125,1719
3622,3622_0,ABANDONED,SOBOL,1661,3,488,1474,1284
3623,3623_0,ABANDONED,SOBOL,872,0,132,946,782
3624,3624_0,ABANDONED,SOBOL,593,3,115,503,659
3625,3625_0,ABANDONED,SOBOL,1881,0,251,1046,1157
3626,3626_0,ABANDONED,SOBOL,1111,4,197,428,1846
3627,3627_0,ABANDONED,SOBOL,415,1,435,1899,345
3628,3628_0,ABANDONED,SOBOL,362,2,237,1180,1560
3629,3629_0,RUNNING,SOBOL,1167,0,383,646,63
3630,3630_0,ABANDONED,SOBOL,1840,4,77,1764,998
3631,3631_0,ABANDONED,SOBOL,630,2,308,284,1499
3632,3632_0,ABANDONED,SOBOL,913,3,447,228,1123
3633,3633_0,ABANDONED,SOBOL,1624,1,186,1692,625
3634,3634_0,ABANDONED,SOBOL,1383,3,365,843,436
3635,3635_0,ABANDONED,SOBOL,80,1,2,1362,1937
3636,3636_0,ABANDONED,SOBOL,117,3,155,1912,725
3637,3637_0,ABANDONED,SOBOL,1420,1,480,386,1223
3638,3638_0,ABANDONED,SOBOL,1587,3,34,1016,1787
3639,3639_0,ABANDONED,SOBOL,876,1,336,559,286
3640,3640_0,ABANDONED,SOBOL,659,2,412,990,163
3641,3641_0,ABANDONED,SOBOL,1869,0,205,1463,1660
3642,3642_0,ABANDONED,SOBOL,1138,4,275,63,1350
3643,3643_0,ABANDONED,SOBOL,333,2,108,1605,848
3644,3644_0,ABANDONED,SOBOL,390,3,285,1326,1056
3645,3645_0,ABANDONED,SOBOL,1085,0,85,845,558
3646,3646_0,ABANDONED,SOBOL,1906,4,406,1745,494
3647,3647_0,ABANDONED,SOBOL,618,1,229,211,1995
3648,3648_0,ABANDONED,SOBOL,839,4,25,279,1618
3649,3649_0,ABANDONED,SOBOL,1628,1,356,1798,121
3650,3650_0,ABANDONED,SOBOL,1364,2,162,668,931
3651,3651_0,ABANDONED,SOBOL,169,0,454,1133,1433
3652,3652_0,ABANDONED,SOBOL,209,3,65,42,337
3653,3653_0,ABANDONED,SOBOL,1262,0,304,1507,1839
3654,3654_0,ABANDONED,SOBOL,1745,4,249,903,1149
3655,3655_0,ABANDONED,SOBOL,783,2,386,1422,652
3656,3656_0,ABANDONED,SOBOL,502,4,368,1120,775
3657,3657_0,ABANDONED,SOBOL,1961,1,14,585,1276
3658,3658_0,ABANDONED,SOBOL,1046,3,443,1949,1712
3659,3659_0,ABANDONED,SOBOL,491,0,174,470,214
3660,3660_0,ABANDONED,SOBOL,294,4,500,689,1881
3661,3661_0,ABANDONED,SOBOL,1240,2,136,1231,380
3662,3662_0,ABANDONED,SOBOL,1752,2,316,367,569
3663,3663_0,ABANDONED,SOBOL,715,0,54,1839,1067
3664,3664_0,ABANDONED,SOBOL,992,3,194,1642,1444
3665,3665_0,ABANDONED,SOBOL,1533,1,423,185,942
3666,3666_0,RUNNING,SOBOL,1459,3,120,1288,7
3667,3667_0,ABANDONED,SOBOL,16,1,263,761,1504
3668,3668_0,ABANDONED,SOBOL,6,2,200,1412,142
3669,3669_0,ABANDONED,SOBOL,1466,0,437,885,1644
3670,3670_0,ABANDONED,SOBOL,1542,4,118,1516,1329
3671,3671_0,ABANDONED,SOBOL,987,1,253,59,832
3672,3672_0,ABANDONED,SOBOL,705,4,486,491,705
3673,3673_0,ABANDONED,SOBOL,1758,1,130,1963,1206
3674,3674_0,ABANDONED,SOBOL,1249,3,326,563,1767
3675,3675_0,ABANDONED,SOBOL,288,0,56,1106,269
3676,3676_0,ABANDONED,SOBOL,497,4,366,1825,1576
3677,3677_0,RUNNING,SOBOL,1036,2,4,346,75
3678,3678_0,ABANDONED,SOBOL,1956,2,448,1246,889
3679,3679_0,ABANDONED,SOBOL,511,0,188,711,1387
3680,3680_0,ABANDONED,SOBOL,790,3,75,779,1014
3681,3681_0,ABANDONED,SOBOL,1735,1,306,1298,512
3682,3682_0,ABANDONED,SOBOL,1257,4,235,168,452
3683,3683_0,ABANDONED,SOBOL,219,1,381,1632,1949
