trial_index,arm_name,trial_status,generation_method,n_samples,threshold,outlier_detector_kwargs
224,224_0,FAILED,Sobol,507,0.317885720357298895422104578756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
225,225_0,FAILED,Sobol,141,0.270492789708077940868946598130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
226,226_0,FAILED,Sobol,995,0.353033007308840796056870203756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
227,227_0,FAILED,Sobol,186,0.728065187670290603350053970644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
228,228_0,FAILED,Sobol,204,0.785619220137596219188935720013,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
229,229_0,FAILED,Sobol,808,0.617848776839673652361284439394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
230,230_0,FAILED,Sobol,804,0.773252333328128038658633158775,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
231,231_0,FAILED,Sobol,834,0.430686667002737555431934879380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
232,232_0,FAILED,Sobol,982,0.708445935137570037554155533144,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
233,233_0,FAILED,Sobol,491,0.424226305633783384863022547506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
234,234_0,FAILED,Sobol,874,0.427562528848648093493522992503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
235,235_0,FAILED,Sobol,388,0.720373253710568040020234548138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
236,236_0,FAILED,Sobol,515,0.654868679866194791650002571259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
237,237_0,FAILED,Sobol,367,0.717807194963097749962344096275,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
238,238_0,FAILED,Sobol,732,0.296760980784893046990902121252,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
239,239_0,FAILED,Sobol,321,0.237795122899115085601806640625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
240,240_0,FAILED,Sobol,261,0.323235852271318457873405805003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
241,241_0,FAILED,Sobol,772,0.596640571393072693950898610638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
242,242_0,FAILED,Sobol,421,0.635153306461870736931984993134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
243,243_0,FAILED,Sobol,290,0.441708152741193793566765180003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
244,244_0,FAILED,Sobol,289,0.217574267648160457611083984375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
245,245_0,FAILED,Sobol,808,0.515211064927280082414995376894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
246,246_0,FAILED,Sobol,915,0.347482164576649710241440516256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
247,247_0,FAILED,Sobol,669,0.322358331829309507909897547506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
248,248_0,FAILED,Sobol,886,0.298022885806858539581298828125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
249,249_0,FAILED,Sobol,276,0.401016325689852237701416015625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
250,250_0,FAILED,Sobol,839,0.746753072738647549755341970013,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
251,251_0,FAILED,Sobol,505,0.291902397200465235638233707505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
252,252_0,FAILED,Sobol,648,0.373796143196523211749138226878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
253,253_0,FAILED,Sobol,820,0.227076679281890403405697043127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
254,254_0,FAILED,Sobol,705,0.719821733981371059130083267519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
255,255_0,FAILED,Sobol,763,0.416004834882915064397934656881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
256,256_0,FAILED,Sobol,633,0.464639000222086984148717192511,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
257,257_0,FAILED,Sobol,466,0.303508977219462405816585715002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
258,258_0,FAILED,Sobol,912,0.761864259466529025743852798769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
259,259_0,FAILED,Sobol,328,0.713136739842593847527041361900,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
260,260_0,FAILED,Sobol,888,0.430390778556466124804558148753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
261,261_0,FAILED,Sobol,107,0.237832647003233449423120760002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
262,262_0,FAILED,Sobol,794,0.693298646993935174798195930634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
263,263_0,FAILED,Sobol,446,0.480798880383372373437111946259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
264,264_0,FAILED,Sobol,850,0.702683951146900742656953298138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
265,265_0,FAILED,Sobol,731,0.446770067885518096240105023753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
266,266_0,FAILED,Sobol,164,0.502687039785087108612060546875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
267,267_0,FAILED,Sobol,509,0.762896154448390095836884938763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
268,268_0,FAILED,Sobol,563,0.248977414891123793871940961253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
269,269_0,FAILED,Sobol,374,0.600201383791864051531206314394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
270,270_0,FAILED,Sobol,208,0.215485374443233013153076171875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
271,271_0,FAILED,Sobol,777,0.586515117250382966851418586884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
272,272_0,FAILED,Sobol,535,0.622005046904087199877153580019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
273,273_0,FAILED,Sobol,555,0.581331848911941118096535774384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
274,274_0,FAILED,Sobol,1000,0.762480072304606570909868423769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
275,275_0,FAILED,Sobol,437,0.427377011068165335583302066880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
276,276_0,FAILED,Sobol,678,0.572869200631976216442353688763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
277,277_0,FAILED,Sobol,140,0.739160645380616321276079361269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
278,278_0,FAILED,Sobol,697,0.349176857993006739544483707505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
279,279_0,FAILED,Sobol,960,0.618705497309565588537338953756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
280,280_0,FAILED,Sobol,962,0.615865262039005822991555305634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
281,281_0,FAILED,Sobol,623,0.481459791213274035381886051255,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
282,282_0,FAILED,Sobol,207,0.650869436934590428478486501263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
283,283_0,FAILED,Sobol,954,0.205386985465884214230314341876,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
284,284_0,FAILED,Sobol,798,0.301142297126352820324513004380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
285,285_0,FAILED,Sobol,405,0.538058128580451100475556813763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
286,286_0,FAILED,Sobol,726,0.549726624600589408586870376894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
287,287_0,FAILED,Sobol,139,0.437819183804094846923504746883,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
288,288_0,FAILED,Sobol,294,0.221484307572245603390470591876,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
289,289_0,FAILED,Sobol,191,0.480521099083125624584766910630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
290,290_0,FAILED,Sobol,686,0.401810816116631053240837445628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
291,291_0,FAILED,Sobol,864,0.366300471499562296795460270005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
292,292_0,FAILED,Sobol,809,0.334217342361807889794533821259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
293,293_0,FAILED,Sobol,488,0.385655672289431095123291015625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
294,294_0,FAILED,Sobol,218,0.422015832364559195788444867503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
295,295_0,FAILED,Sobol,719,0.573038063570857181261430923769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
296,296_0,FAILED,Sobol,542,0.230046162381768226623535156250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
297,297_0,FAILED,Sobol,830,0.279907095246016979217529296875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
298,298_0,FAILED,Sobol,228,0.660539372079074427190903406881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
299,299_0,FAILED,Sobol,965,0.390533344820141792297363281250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
300,300_0,FAILED,Sobol,735,0.769541684351861654533877299400,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
301,301_0,FAILED,Sobol,599,0.310009330883622202801319645005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
302,302_0,FAILED,Sobol,683,0.305558615736663374828907535630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
303,303_0,FAILED,Sobol,317,0.420052107237279481743996711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
304,304_0,FAILED,Sobol,599,0.592006829008460133678681813763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
305,305_0,FAILED,Sobol,722,0.725356243737041994634751063131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
306,306_0,FAILED,Sobol,712,0.319752233847975741998226340002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
307,307_0,FAILED,Sobol,647,0.400070255249738715441765180003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
308,308_0,FAILED,Sobol,774,0.287004256621003150939941406250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
309,309_0,FAILED,Sobol,611,0.722164505533874123699433766888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
310,310_0,FAILED,Sobol,536,0.445316818542778547485028184383,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
311,311_0,FAILED,Sobol,387,0.692281637713313191540009938763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
312,312_0,FAILED,Sobol,722,0.581937940977513834539536219381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
313,313_0,FAILED,Sobol,960,0.239439657889306545257568359375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
314,314_0,FAILED,Sobol,832,0.778865515068173586143984721275,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
315,315_0,FAILED,Sobol,405,0.682641465030610627984231086884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
316,316_0,FAILED,Sobol,402,0.712079608067870184484604578756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
317,317_0,FAILED,Sobol,839,0.618595142289996235973603688763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
318,318_0,FAILED,Sobol,313,0.427026987820863790368264290009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
319,319_0,FAILED,Sobol,774,0.272279401309788227081298828125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
320,320_0,FAILED,Sobol,732,0.660960386693477675024155360006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
321,321_0,FAILED,Sobol,823,0.336227271333336852343620648753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
322,322_0,FAILED,Sobol,359,0.659592052176594778600815516256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
323,323_0,FAILED,Sobol,505,0.425278012081980738567921207505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
324,324_0,FAILED,Sobol,694,0.436752981692552610937241297506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
325,325_0,FAILED,Sobol,667,0.344789128378033660204948773753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
326,326_0,FAILED,Sobol,171,0.275929468683898448944091796875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
327,327_0,FAILED,Sobol,796,0.350613609515130542071403851878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
328,328_0,FAILED,Sobol,344,0.612629557959735393524169921875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
329,329_0,FAILED,Sobol,535,0.405538395978510379791259765625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
330,330_0,FAILED,Sobol,623,0.214494158513844013214111328125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
331,331_0,FAILED,Sobol,473,0.284168116189539465832325504380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
332,332_0,FAILED,Sobol,550,0.452100916951894804540756922506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
333,333_0,FAILED,Sobol,531,0.771270910091698347343935893150,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
334,334_0,FAILED,Sobol,601,0.528247997723519935320268814394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
335,335_0,FAILED,Sobol,245,0.645574659667909278581987564394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
336,336_0,FAILED,Sobol,296,0.496814945526421136712258430634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
337,337_0,FAILED,Sobol,407,0.320995914936065718237045985006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
338,338_0,FAILED,Sobol,130,0.647967705316841668938820930634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
339,339_0,FAILED,Sobol,489,0.739864182658493518829345703125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
340,340_0,FAILED,Sobol,909,0.330343298800289675298813563131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
341,341_0,FAILED,Sobol,586,0.399721772596240088049057703756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
342,342_0,FAILED,Sobol,169,0.352048767358064673693718305003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
343,343_0,FAILED,Sobol,556,0.676384153589606351708596321259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
344,344_0,FAILED,Sobol,555,0.408706837520003363195542078756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
345,345_0,FAILED,Sobol,513,0.430310233496129568298016465633,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
346,346_0,FAILED,Sobol,180,0.734817159920930995653520767519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
347,347_0,FAILED,Sobol,370,0.664165534824132985924904915009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
348,348_0,FAILED,Sobol,413,0.682871833257377214287942024384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
349,349_0,FAILED,Sobol,327,0.742582897096872418529756032513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
350,350_0,FAILED,Sobol,472,0.499652682989835783544663172506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
351,351_0,FAILED,Sobol,171,0.325096577219665117119973274384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
352,352_0,FAILED,Sobol,664,0.241047604754567157403499777502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
353,353_0,FAILED,Sobol,934,0.539279560744762465063217860006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
354,354_0,FAILED,Sobol,603,0.709222216717898978899370376894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
355,355_0,FAILED,Sobol,863,0.616339216195046946111801844381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
356,356_0,FAILED,Sobol,216,0.264416074194014083520443136877,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
357,357_0,FAILED,Sobol,555,0.650607315264642327434785329388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
358,358_0,FAILED,Sobol,856,0.782165337912738456438432876894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
359,359_0,FAILED,Sobol,128,0.372027319110930010381821375631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
360,360_0,FAILED,Sobol,233,0.495765264704823571673131255011,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
361,361_0,FAILED,Sobol,352,0.447435482032597087176384320628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
362,362_0,FAILED,Sobol,590,0.570566848851740360260009765625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
363,363_0,FAILED,Sobol,839,0.394684004597365856170654296875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
364,364_0,FAILED,Sobol,262,0.580199364386498994683449836884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
365,365_0,FAILED,Sobol,859,0.470912892185151643609231086884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
366,366_0,FAILED,Sobol,440,0.358599408529698848724365234375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
367,367_0,FAILED,Sobol,119,0.379402676410973138665383430634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
368,368_0,FAILED,Sobol,945,0.590095448866486682604204361269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
369,369_0,FAILED,Sobol,460,0.677542858943343206945542078756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
370,370_0,FAILED,Sobol,644,0.329820214956998869482163172506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
371,371_0,FAILED,Sobol,741,0.760615762136876760735049174400,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
372,372_0,FAILED,Sobol,238,0.303597184456884883196892133128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
373,373_0,FAILED,Sobol,666,0.555117340572178430413430305634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
374,374_0,FAILED,Sobol,823,0.225421464629471324236931195628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
375,375_0,FAILED,Sobol,881,0.474921391531825110021713953756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
376,376_0,FAILED,Sobol,586,0.528003595955669924322251063131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
377,377_0,FAILED,Sobol,121,0.319688766635954413342091129380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
378,378_0,FAILED,Sobol,206,0.349280414171516895294189453125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
379,379_0,FAILED,Sobol,819,0.435142029635608218463005414378,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
380,380_0,FAILED,Sobol,336,0.257192831113934539111198773753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
381,381_0,FAILED,Sobol,669,0.454969334974885009081901898753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
382,382_0,FAILED,Sobol,134,0.491025206260383206835484770636,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
383,383_0,FAILED,Sobol,291,0.458812559954822118957196153133,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
384,384_0,FAILED,Sobol,296,0.425705030374229020928567024384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
385,385_0,FAILED,Sobol,762,0.382869873009622163628762336884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
386,386_0,FAILED,Sobol,827,0.339139654114842481469338508759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
387,387_0,FAILED,Sobol,321,0.672232032008469149175766688131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
388,388_0,FAILED,Sobol,560,0.503537003882229328155517578125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
389,389_0,FAILED,Sobol,807,0.305010943301022074969353070628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
390,390_0,FAILED,Sobol,670,0.285498719848692461553696375631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
391,391_0,FAILED,Sobol,444,0.562431363016367091844927017519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
392,392_0,FAILED,Sobol,722,0.266386888734996329919368918127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
393,393_0,FAILED,Sobol,808,0.489237437956035192687664903133,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
394,394_0,FAILED,Sobol,680,0.640433675795793577734116297506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
395,395_0,FAILED,Sobol,194,0.636015718802809715270996093750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
396,396_0,FAILED,Sobol,445,0.493452675826847597662094813131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
397,397_0,FAILED,Sobol,332,0.505441482923924989556496711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
398,398_0,FAILED,Sobol,998,0.674413712322712077806841080019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
399,399_0,FAILED,Sobol,615,0.775974837504327386028535329388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
400,400_0,FAILED,Sobol,620,0.500710960291326112603371711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
401,401_0,FAILED,Sobol,348,0.790354178473353430334213953756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
402,402_0,FAILED,Sobol,141,0.399555283412337369775002571259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
403,403_0,FAILED,Sobol,824,0.389453128166496798101547938131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
404,404_0,FAILED,Sobol,213,0.284791125729680072442562277502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
405,405_0,FAILED,Sobol,884,0.655011839419603392187241297506,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
406,406_0,FAILED,Sobol,979,0.456122498214244886938217860006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
407,407_0,FAILED,Sobol,514,0.490677488036453779418621934383,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
408,408_0,FAILED,Sobol,959,0.404131953418254918908303352509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
409,409_0,FAILED,Sobol,794,0.361390614695847101067727180634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
410,410_0,FAILED,Sobol,380,0.415043965913355406005535996883,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
411,411_0,FAILED,Sobol,519,0.663284691236913248602036219381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
412,412_0,FAILED,Sobol,878,0.234551456570625316278011496252,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
413,413_0,FAILED,Sobol,760,0.270211425982415709423634098130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
414,414_0,FAILED,Sobol,137,0.400583485327661081853989344381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
415,415_0,FAILED,Sobol,360,0.325357809290289901049675336253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
416,416_0,FAILED,Sobol,397,0.389914263598620913775505414378,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
417,417_0,FAILED,Sobol,806,0.624731359817087716912453743134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
418,418_0,FAILED,Sobol,812,0.312104168534278914037827235006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
419,419_0,FAILED,Sobol,838,0.286979764141142401623341129380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
420,420_0,FAILED,Sobol,787,0.711227572523057460784912109375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
421,421_0,FAILED,Sobol,578,0.756715592741966425194277690025,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
422,422_0,FAILED,Sobol,795,0.445759055018425054406350227509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
423,423_0,FAILED,Sobol,703,0.624094517342746346599824391888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
424,424_0,FAILED,Sobol,651,0.686570479348301954125588508759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
425,425_0,FAILED,Sobol,949,0.257625691033899817394825504380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
426,426_0,FAILED,Sobol,932,0.777181252650916754021181986900,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
427,427_0,FAILED,Sobol,262,0.717566243186593233360781596275,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
428,428_0,FAILED,Sobol,193,0.381415698863565966192368250631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
429,429_0,FAILED,Sobol,823,0.591442786157131195068359375000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
430,430_0,FAILED,Sobol,209,0.321536950580775748864681418127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
431,431_0,FAILED,Sobol,983,0.667766953073442026678208094381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
432,432_0,FAILED,Sobol,276,0.731745844520628629936709330650,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
433,433_0,FAILED,Sobol,470,0.675253149308264299932602625631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
434,434_0,FAILED,Sobol,216,0.709279861301183700561523437500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
435,435_0,FAILED,Sobol,447,0.496289381198585066723438785630,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
436,436_0,FAILED,Sobol,819,0.347634707391262121056740852509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
437,437_0,FAILED,Sobol,958,0.242814619466662440228077457505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
438,438_0,FAILED,Sobol,779,0.713828278705477714538574218750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
439,439_0,FAILED,Sobol,197,0.705403732880950151695742533775,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
440,440_0,FAILED,Sobol,795,0.347290768846869490893425336253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
441,441_0,FAILED,Sobol,469,0.434867013245821054656659043758,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
442,442_0,FAILED,Sobol,309,0.235970908403396628649772992503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
443,443_0,FAILED,Sobol,858,0.470788788609206754198766020636,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
444,444_0,FAILED,Sobol,472,0.286901863291859626770019531250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
445,445_0,FAILED,Sobol,299,0.265166535601019881518425336253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
446,446_0,FAILED,Sobol,114,0.626107858307659692620461555634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
447,447_0,FAILED,Sobol,332,0.413739801011979602129997601878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
448,448_0,FAILED,Sobol,804,0.356589913740754160809132145005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
