start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1747075256,1747076212,956,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1210 n_samples 1445 confidence 0.025 feature_proportion 0.1948747283179379 n_clusters 50,1210,1445,0.1948747283179379,50,0.025,0.25,899.0,0,,i7186,5027094,899.0,847.17578125,729.1663128396739,-1.0,0.8363817706081198
1747075671,1747076589,918,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1184 n_samples 1401 confidence 0.025 feature_proportion 0.6432588197625017 n_clusters 50,1184,1401,0.6432588197625017,50,0.025,0.24,892.0,0,,i7186,5027096,892.0,830.73046875,717.1794752038044,-1.0,0.8445691524450097
1747075879,1747076672,793,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1593 n_samples 5000 confidence 0.025 feature_proportion 0.001 n_clusters 50,1593,5000,0.001,50,0.025,0.13,768.0,0,,i7186,5027097,768.0,700.3359375,590.3571004746835,-1.0,0.3174790547221732
1747075512,1747076722,1210,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1373 n_samples 668 confidence 0.01 feature_proportion 0.999 n_clusters 5,1373,668,0.999,5,0.01,0.36,1183.0,0,,i7186,5027095,1183.0,751.2734375,682.2897404442149,-1.0,0.999980611442946
1747076100,1747077147,1047,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1284 n_samples 669 confidence 0.005 feature_proportion 0.999 n_clusters 4,1284,669,0.999,4,0.005,0.35,1026.0,0,,i7186,5027098,1026.0,783.1953125,705.7879092261904,-1.0,0.9999616737825676
1747076386,1747077533,1147,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1333 n_samples 580 confidence 0.01 feature_proportion 0.999 n_clusters 5,1333,580,0.999,5,0.01,0.38,1120.0,0,,i7186,5027099,1120.0,770.17578125,692.7893023574561,-1.0,0.9997912348391628
1747076642,1747077623,981,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4922 n_samples 2559 confidence 0.05 feature_proportion 0.001 n_clusters 1,4922,2559,0.001,1,0.05,0.22,952.0,0,,i7186,5027100,952.0,892.15234375,744.701490752551,-1.0,0.9955131271803672
1747076927,1747077627,700,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 5000 confidence 0.025 feature_proportion 0.001 n_clusters 1,1,5000,0.001,1,0.025,0.05,673.0,0,,i7186,5027102,673.0,470.51171875,450.38314732142857,-1.0,0.0001992963306479
1747077167,1747078272,1105,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4359 n_samples 1155 confidence 0.01 feature_proportion 0.7567297432061146 n_clusters 17,4359,1155,0.7567297432061146,17,0.01,0.32,1076.0,0,,i7186,5027103,1076.0,784.13671875,699.7186079545454,-1.0,0.9999797096495948
1747077884,1747078809,925,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1567 n_samples 3509 confidence 0.025 feature_proportion 0.001 n_clusters 50,1567,3509,0.001,50,0.025,0.16,865.0,0,,i7186,5027106,865.0,805.65625,630.1634480337078,-1.0,0.445836262282989
1747077451,1747079179,1728,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1666 n_samples 435 confidence 0.1 feature_proportion 0.34162332056291567 n_clusters 30,1666,435,0.3416233205629156,30,0.1,0.42,1693.0,0,,i7186,5027104,1693.0,750.328125,665.3767033066861,-1.0,0.9999219948751084
1747077679,1747079245,1566,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1671 n_samples 516 confidence 0.01 feature_proportion 0.418108293325783 n_clusters 31,1671,516,0.418108293325783,31,0.01,0.4,1533.0,0,,i7186,5027105,1533.0,766.3125,697.2580128205128,-1.0,0.9999842186163516
1747078101,1747079393,1292,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1651 n_samples 698 confidence 0.01 feature_proportion 0.46456334412099465 n_clusters 30,1651,698,0.4645633441209946,30,0.01,0.37,1262.0,0,,i7186,5027107,1262.0,764.4140625,695.1803234011628,-1.0,0.9998841195543516
1747078705,1747079511,806,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3267 n_samples 5000 confidence 0.05 feature_proportion 0.001 n_clusters 50,3267,5000,0.001,50,0.05,0.12,772.0,0,,i7186,5027109,772.0,690.87890625,569.2845703125,-1.0,0.6511011122268299
1747078401,1747079520,1119,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2099 n_samples 1222 confidence 0.01 feature_proportion 0.999 n_clusters 2,2099,1222,0.999,2,0.01,0.05,1075.0,0,,i7186,5027108,1075.0,635.7578125,543.2298295454545,-1.0,0.9993507087870294
1747079252,1747080113,861,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2285 n_samples 1011 confidence 0.01 feature_proportion 0.7835897340977409 n_clusters 23,2285,1011,0.7835897340977409,23,0.01,0.14,831.0,0,,i7186,5027111,831.0,773.4765625,621.5721293604652,-1.0,0.9996933902605416
1747079473,1747080334,861,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2261 n_samples 1395 confidence 0.01 feature_proportion 0.999 n_clusters 13,2261,1395,0.999,13,0.01,0.12,832.0,0,,i7186,5027112,832.0,710.3984375,596.2503179505813,-1.0,0.9992438462748946
1747079716,1747080682,966,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2274 n_samples 644 confidence 0.005 feature_proportion 0.999 n_clusters 24,2274,644,0.999,24,0.005,0.19,943.0,0,,i7186,5027113,943.0,866.81640625,677.4675821520618,-1.0,0.9997695917987306
1747079995,1747081137,1142,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1178 n_samples 687 confidence 0.1 feature_proportion 0.5043679610008378 n_clusters 28,1178,687,0.5043679610008378,28,0.1,0.35,1107.0,0,,i7186,5027114,1107.0,777.765625,679.6228567477876,-1.0,0.9998363245067304
1747080339,1747081812,1473,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1237 n_samples 473 confidence 0.1 feature_proportion 0.999 n_clusters 21,1237,473,0.999,21,0.1,0.38,1436.0,0,,i7186,5027117,1436.0,748.671875,679.3918289811644,-1.0,0.9998291101599196
1747078938,1747081930,2992,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1672 n_samples 312 confidence 0.01 feature_proportion 0.4420576103930946 n_clusters 30,1672,312,0.4420576103930946,30,0.01,0.45,2964.0,0,,i7186,5027110,2964.0,733.69140625,656.4776076505017,-1.0,0.9999869239964054
1747080623,1747081980,1357,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4321 n_samples 974 confidence 0.005 feature_proportion 0.448137173978192 n_clusters 35,4321,974,0.448137173978192,35,0.005,0.34,1320.0,0,,i7186,5027119,1320.0,751.1328125,700.3092933768656,-1.0,0.9999977455166216
1747080842,1747082368,1526,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1447 n_samples 587 confidence 0.1 feature_proportion 0.8921517089122776 n_clusters 41,1447,587,0.8921517089122776,41,0.1,0.37,1501.0,0,,i7186,5027121,1501.0,743.984375,671.5472347861842,-1.0,0.9999472450889462
1747081705,1747082665,960,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1130 n_samples 1272 confidence 0.005 feature_proportion 0.999 n_clusters 50,1130,1272,0.999,50,0.005,0.26,926.0,0,,i7186,5027136,926.0,828.5,717.2772615131579,-1.0,0.887572070197398
1747081476,1747083378,1902,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1409 n_samples 478 confidence 0.1 feature_proportion 0.999 n_clusters 43,1409,478,0.999,43,0.1,0.39,1874.0,0,,i7186,5027135,1874.0,745.015625,677.7562705592105,-1.0,0.9998372263000816
1747083274,1747083418,144,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2000 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 15,2000,1,0.999,15,0.01,,,1,,i7185,5027158,,,,,
1747082184,1747083604,1420,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3812 n_samples 1459 confidence 0.005 feature_proportion 0.999 n_clusters 50,3812,1459,0.999,50,0.005,0.28,1347.0,0,,i7186,5027140,1347.0,805.51953125,695.3102760036496,-1.0,0.999944539708892
1747082939,1747084752,1813,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3414 n_samples 463 confidence 0.01 feature_proportion 0.999 n_clusters 18,3414,463,0.999,18,0.01,0.4,1590.0,0,,i7185,5027150,1590.0,732.46484375,625.8345302795032,-1.0,0.999998647309973
1747084289,1747085443,1154,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3154 n_samples 595 confidence 0.01 feature_proportion 0.999 n_clusters 13,3154,595,0.999,13,0.01,0.36,1141.0,0,,i7184,5027181,1141.0,889.09765625,774.7640086206897,-1.0,0.9998926865911896
1747083514,1747085688,2174,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3708 n_samples 390 confidence 0.01 feature_proportion 0.4898862905058143 n_clusters 50,3708,390,0.4898862905058143,50,0.01,0.42,2104.0,0,,i7184,5027164,2104.0,860.79296875,765.1892238849765,-1.0,0.9998814141742978
1747084739,1747086143,1404,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1412 n_samples 519 confidence 0.005 feature_proportion 0.001 n_clusters 50,1412,519,0.001,50,0.005,0.39,1392.0,0,,i7184,5027190,1392.0,864.72265625,763.0956756161971,-1.0,0.9999706917160812
1747086199,1747086212,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1610 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 5,1610,1,0.999,5,0.01,,,1,,i7184,5027219,,,,,
1747083842,1747086254,2412,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3512 n_samples 434 confidence 0.01 feature_proportion 0.70587692706009 n_clusters 1,3512,434,0.70587692706009,1,0.01,0.41,2364.0,0,,i7186,5027170,2364.0,748.15234375,670.3284355387029,-1.0,0.9999715935094324
1747085253,1747086450,1197,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1880 n_samples 1997 confidence 0.005 feature_proportion 0.999 n_clusters 34,1880,1997,0.999,34,0.005,0.25,1165.0,0,,i7186,5027201,1165.0,901.86328125,765.8993237920168,-1.0,0.9400834970464014
1747085700,1747086623,923,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4647 n_samples 1761 confidence 0.1 feature_proportion 0.5698745547709418 n_clusters 23,4647,1761,0.5698745547709418,23,0.1,0.26,910.0,0,,i7184,5027211,910.0,899.1953125,771.9621975806451,-1.0,0.9996825687403256
1747087238,1747088430,1192,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4275 n_samples 952 confidence 0.25 feature_proportion 0.31622628388518964 n_clusters 21,4275,952,0.3162262838851896,21,0.25,0.34,1169.0,0,,i7183,5027238,1169.0,866.734375,764.1537880777311,-1.0,0.999731716477974
1747087670,1747088721,1051,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1136 n_samples 1180 confidence 0.25 feature_proportion 0.8186436447810147 n_clusters 43,1136,1180,0.8186436447810147,43,0.25,0.27,1031.0,0,,i7184,5027247,1031.0,898.625,759.3502976190476,-1.0,0.961946575056486
1747088158,1747089043,885,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4200 n_samples 1836 confidence 0.025 feature_proportion 0.8412943545419994 n_clusters 1,4200,1836,0.8412943545419994,1,0.025,0.26,864.0,0,,i7183,5027259,864.0,906.47265625,778.254213483146,-1.0,0.9992104799208948
1747089135,1747090100,965,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1071 n_samples 1037 confidence 0.01 feature_proportion 0.37342549963666 n_clusters 23,1071,1037,0.37342549963666,23,0.01,0.28,945.0,0,,i7183,5027280,945.0,904.5546875,763.8852287371134,-1.0,0.999233475651354
1747088609,1747090445,1836,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1397 n_samples 396 confidence 0.1 feature_proportion 0.999 n_clusters 11,1397,396,0.999,11,0.1,0.42,1809.0,0,,i7183,5027267,1809.0,860.4765625,757.7917093579235,-1.0,0.999908467974838
1747090255,1747091179,924,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4332 n_samples 2093 confidence 0.25 feature_proportion 0.37383216756578036 n_clusters 2,4332,2093,0.3738321675657803,2,0.25,0.25,893.0,0,,i7183,5027303,893.0,930.3671875,783.3804772418479,-1.0,0.999406619974813
1747091305,1747091331,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3386 n_samples 1 confidence 0.1 feature_proportion 0.001 n_clusters 42,3386,1,0.001,42,0.1,,,1,,i7186,5027323,,,,,
1747090756,1747091664,908,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1644 n_samples 1931 confidence 0.005 feature_proportion 0.999 n_clusters 12,1644,1931,0.999,12,0.005,0.24,887.0,0,,i7185,5027313,887.0,793.81640625,640.998282967033,-1.0,0.8502414326249896
1747089715,1747092676,2961,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1405 n_samples 357 confidence 0.001 feature_proportion 0.999 n_clusters 22,1405,357,0.999,22,0.001,0.43,2932.0,0,,i7186,5027289,2932.0,745.6171875,680.630998411017,-1.0,0.9999463432955948
1747091860,1747092804,944,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3643 n_samples 4384 confidence 0.01 feature_proportion 0.2633420940762908 n_clusters 18,3643,4384,0.2633420940762908,18,0.01,0.14,917.0,0,,i7185,5027335,917.0,745.9296875,551.0346575797872,-1.0,0.8278787610982581
1747093015,1747094337,1322,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4823 n_samples 3384 confidence 0.005 feature_proportion 0.139674848864999 n_clusters 16,4823,3384,0.139674848864999,16,0.005,0.18,1307.0,0,,i7186,5027360,1307.0,885.17578125,711.7705592105264,-1.0,0.998544505530924
1747092471,1747097357,4886,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1380 n_samples 180 confidence 0.001 feature_proportion 0.999 n_clusters 24,1380,180,0.999,24,0.001,0.48,4868.0,0,,i7184,5027349,4868.0,730.73828125,662.1795596881391,-1.0,0.9871575608834507
1747097926,1747097945,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1323 n_samples 1 confidence 0.001 feature_proportion 0.999 n_clusters 38,1323,1,0.999,38,0.001,,,1,,i7185,5027453,,,,,
1747098835,1747098848,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1327 n_samples 1 confidence 0.001 feature_proportion 0.999 n_clusters 38,1327,1,0.999,38,0.001,,,1,,i7186,5027473,,,,,
1747098328,1747099352,1024,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4306 n_samples 1596 confidence 0.1 feature_proportion 0.7723943407394454 n_clusters 30,4306,1596,0.7723943407394454,30,0.1,0.28,1003.0,0,,i7184,5027462,1003.0,880.6640625,750.5948498179612,-1.0,0.9995675900880284
1747099813,1747099827,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1408 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 10,1408,1,0.999,10,0.01,,,1,,i7184,5027494,,,,,
1747100347,1747100360,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1340 n_samples 2 confidence 0.001 feature_proportion 0.8919222428322836 n_clusters 41,1340,2,0.8919222428322836,41,0.001,,,1,,i7183,5027502,,,,,
1747099330,1747100644,1314,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1401 n_samples 569 confidence 0.025 feature_proportion 0.999 n_clusters 23,1401,569,0.999,23,0.025,0.38,1287.0,0,,i7185,5027482,1287.0,755.2265625,639.1476622137404,-1.0,0.9998151323629736
1747100872,1747100898,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1439 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 6,1439,1,0.999,6,0.1,,,1,,i7185,5027512,,,,,
