start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745406740,1745407936,1196,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3695 feature_id 3 batch_size 2238 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.09833660178631544 subsets 76,3695,3,2238,str\(\'H\'\),2,str\(\'stdev\'\),0.0983366017863154,76,0.08,1170.0,0,,i7175,4622797,1170.0,526.03515625,497.9664193802521,-1.0,0.2351218751169513
1745406573,1745408065,1492,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3114 feature_id 2 batch_size 2545 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.4426748849917203 subsets 10,3114,2,2545,str\(\'H\'\),1,str\(\'stdev\'\),0.4426748849917203,10,0.03,1477.0,0,,i7177,4622597,1477.0,530.5234375,497.6832552083333,-1.0,0.2765552215413181
1745406664,1745408070,1406,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4971 feature_id 2 batch_size 1348 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.5070173109322786 subsets 34,4971,2,1348,str\(\'KL\'\),1,str\(\'stdev\'\),0.5070173109322786,34,0.03,1365.0,0,,i7178,4622617,1365.0,519.421875,493.8656699640288,-1.0,0.227928269553247
1745406679,1745408086,1407,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1005 feature_id 4 batch_size 4882 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.17149813484027981 subsets 92,1005,4,4882,str\(\'H\'\),3,str\(\'tstat\'\),0.1714981348402798,92,0.04,1380.0,0,,i7178,4622640,1380.0,524.4296875,492.8215401785714,-1.0,0.2179264794934446
1745406669,1745408187,1518,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 52 feature_id 1 batch_size 3278 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.6593918898776173 subsets 42,52,1,3278,str\(\'H\'\),3,str\(\'tstat\'\),0.6593918898776173,42,0.03,1502.0,0,,i7177,4622666,1502.0,524.97265625,492.48008326480266,-1.0,0.2010133451889099
1745406706,1745408213,1507,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3411 feature_id 0 batch_size 4305 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.9447475884314627 subsets 59,3411,0,4305,str\(\'H\'\),2,str\(\'stdev\'\),0.9447475884314628,59,0.03,1487.0,0,,i7177,4622716,1487.0,509.97265625,485.2672030215232,-1.0,0.108702170571507
1745406740,1745408247,1507,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2203 feature_id 2 batch_size 4054 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.6969807421378791 subsets 49,2203,2,4054,str\(\'KL\'\),1,str\(\'tstat\'\),0.6969807421378791,49,0.03,1480.0,0,,i7175,4622771,1480.0,543.96875,501.6053645833333,-1.0,0.3336107850877647
1745406771,1745408256,1485,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4313 feature_id 0 batch_size 3520 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.9071511554960161 subsets 51,4313,0,3520,str\(\'KL\'\),3,str\(\'stdev\'\),0.907151155496016,51,0.03,1455.0,0,,i7174,4622831,1455.0,482.9453125,471.8414273648648,-1.0,0.1206238786763296
1745406845,1745408332,1487,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2751 feature_id 1 batch_size 874 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.6078339240886271 subsets 27,2751,1,874,str\(\'H\'\),3,str\(\'stdev\'\),0.6078339240886271,27,0.03,1472.0,0,,i7177,4622966,1472.0,522.96484375,495.3406770833333,-1.0,0.165515151706441
1745407188,1745408695,1507,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1487 feature_id 1 batch_size 2485 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.4902259945683181 subsets 29,1487,1,2485,str\(\'H\'\),3,str\(\'stdev\'\),0.4902259945683181,29,0.03,1363.0,0,,i7181,4623051,1363.0,500.72265625,471.8992524730216,-1.0,0.2005656047899655
1745406656,1745408700,2044,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1612 feature_id 1 batch_size 1237 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.8556635377407074 subsets 67,1612,1,1237,str\(\'KL\'\),2,str\(\'tstat\'\),0.8556635377407074,67,0.03,1995.0,0,,i7178,4622583,1995.0,522.37109375,492.7944964418317,-1.0,0.245628218556833
1745406752,1745408829,2077,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 335 feature_id 2 batch_size 181 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.2583026683237404 subsets 25,335,2,181,str\(\'H\'\),1,str\(\'tstat\'\),0.2583026683237404,25,0.03,2039.0,0,,i7173,4622866,2039.0,503.90234375,455.67705172936894,-1.0,0.3139625115485911
1745406890,1745409313,2423,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1275 feature_id 4 batch_size 2845 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.19534010744094848 subsets 100,1275,4,2845,str\(\'KL\'\),2,str\(\'tstat\'\),0.1953401074409484,100,0.04,2408.0,0,,i7177,4623002,2408.0,521.31640625,494.9815940072016,-1.0,0.2052481667668408
1745406776,1745409416,2640,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 642 feature_id 0 batch_size 1702 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.7548393039423973 subsets 75,642,0,1702,str\(\'H\'\),1,str\(\'tstat\'\),0.7548393039423973,75,0.02,2621.0,0,,i7173,4622899,2621.0,466.484375,440.8183445785985,-1.0,0.2125770413332473
1745407047,1745409583,2536,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2538 feature_id 4 batch_size 3792 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.839389411918819 subsets 97,2538,4,3792,str\(\'KL\'\),1,str\(\'tstat\'\),0.839389411918819,97,0.04,2503.0,0,,i7175,4623114,2503.0,511.2421875,490.2975080286561,-1.0,0.337639095988237
1745407069,1745411913,4844,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4378 feature_id 0 batch_size 90 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.15513476320542396 subsets 71,4378,0,90,str\(\'H\'\),2,str\(\'tstat\'\),0.1551347632054239,71,0.02,4822.0,0,,i7177,4623163,4822.0,510.95703125,491.3391577350207,-1.0,0.0872079260421236
1745414772,1745415339,567,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1868 feature_id 3 batch_size 4098 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.5920489888284355 subsets 12,1868,3,4098,str\(\'H\'\),1,str\(\'stdev\'\),0.5920489888284355,12,0.08,546.0,0,,i7177,4630538,546.0,552.08984375,504.1320586622807,-1.0,0.305829237312782
1745414676,1745415374,698,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3199 feature_id 3 batch_size 996 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.744421686546877 subsets 14,3199,3,996,str\(\'KL\'\),3,str\(\'tstat\'\),0.744421686546877,14,0.09,518.0,0,,i7176,4630314,518.0,485.19140625,460.1804832175926,-1.0,0.2375702440658615
1745414676,1745415375,699,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2460 feature_id 3 batch_size 646 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.9917031298279763 subsets 80,2460,3,646,str\(\'H\'\),3,str\(\'stdev\'\),0.9917031298279764,80,0.08,514.0,0,,i7176,4630259,514.0,473.44921875,454.38563368055554,-1.0,0.162533822886884
1745414987,1745415697,710,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3848 feature_id 3 batch_size 2924 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.9721742900051177 subsets 36,3848,3,2924,str\(\'H\'\),1,str\(\'tstat\'\),0.9721742900051176,36,0.08,688.0,0,,i7182,4630868,688.0,560.8203125,512.484980193662,-1.0,0.3761673151312357
1745414543,1745415922,1379,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 548 feature_id 0 batch_size 4525 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.05812931683845818 subsets 55,548,0,4525,str\(\'KL\'\),3,str\(\'stdev\'\),0.0581293168384581,55,0.03,1355.0,0,,i7177,4630200,1355.0,518.05078125,494.3154721467391,-1.0,0.1530230593068906
1745414545,1745415943,1398,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4100 feature_id 2 batch_size 1772 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.6436236105393618 subsets 22,4100,2,1772,str\(\'H\'\),2,str\(\'tstat\'\),0.6436236105393618,22,0.03,1372.0,0,,i7177,4630209,1372.0,521.65234375,492.9850725446428,-1.0,0.2005462162329115
1745414623,1745416096,1473,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1217 feature_id 2 batch_size 459 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.4029625207260251 subsets 37,1217,2,459,str\(\'KL\'\),2,str\(\'stdev\'\),0.4029625207260251,37,0.03,1456.0,0,,i7177,4630410,1456.0,525.5,495.28647592905406,-1.0,0.1999248806138327
1745414711,1745416109,1398,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2858 feature_id 1 batch_size 2126 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.2424058177229017 subsets 64,2858,1,2126,str\(\'KL\'\),3,str\(\'tstat\'\),0.2424058177229017,64,0.03,1376.0,0,,i7177,4630488,1376.0,535.8828125,498.38390066964286,-1.0,0.1524184068648117
1745414851,1745416138,1287,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1112 feature_id 2 batch_size 2317 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.812612888943404 subsets 40,1112,2,2317,str\(\'KL\'\),3,str\(\'stdev\'\),0.812612888943404,40,0.03,1270.0,0,,i7177,4630751,1270.0,520.35546875,494.9572129360465,-1.0,0.1567091396305262
1745414559,1745416209,1650,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3796 feature_id 1 batch_size 4772 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.30589803506433966 subsets 39,3796,1,4772,str\(\'H\'\),2,str\(\'tstat\'\),0.3058980350643396,39,0.03,1623.0,0,,i7182,4630343,1623.0,520.0859375,493.9611505681818,-1.0,0.1914994253321868
1745414676,1745416469,1793,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2156 feature_id 0 batch_size 2811 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.0819289729874581 subsets 62,2156,0,2811,str\(\'H\'\),1,str\(\'stdev\'\),0.0819289729874581,62,0.02,1609.0,0,,i7176,4630289,1609.0,468.8203125,449.3397478911043,-1.0,0.1486601830730682
1745414822,1745416546,1724,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1740 feature_id 2 batch_size 3441 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.1285390722360462 subsets 15,1740,2,3441,str\(\'H\'\),3,str\(\'stdev\'\),0.1285390722360462,15,0.03,1705.0,0,,i7185,4630585,1705.0,521.1875,497.2902140534682,-1.0,0.2218695709222144
1745415115,1745416617,1502,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 178 feature_id 0 batch_size 796 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.3262537354528904 subsets 91,178,0,796,str\(\'KL\'\),3,str\(\'stdev\'\),0.3262537354528904,91,0.03,1425.0,0,,i7176,4630812,1425.0,514.875,480.6024515086207,-1.0,0.051324666798629
1745415054,1745416658,1604,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3225 feature_id 1 batch_size 1623 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.03841963757388294 subsets 11,3225,1,1623,str\(\'KL\'\),2,str\(\'tstat\'\),0.0384196375738829,11,0.03,1584.0,0,,i7174,4630938,1584.0,516.3515625,492.3822544642857,-1.0,0.1339203707452826
1745414575,1745416976,2401,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 308 feature_id 4 batch_size 1433 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.8908974731452763 subsets 88,308,4,1433,str\(\'KL\'\),1,str\(\'stdev\'\),0.8908974731452763,88,0.04,2385.0,0,,i7175,4630373,2385.0,512.58203125,485.13158065352695,-1.0,0.1563646545703112
1745414680,1745417131,2451,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4759 feature_id 4 batch_size 3329 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.8018115012608469 subsets 88,4759,4,3329,str\(\'H\'\),2,str\(\'tstat\'\),0.8018115012608469,88,0.04,2428.0,0,,i7182,4630450,2428.0,522.953125,493.3643176020408,-1.0,0.2251552549978514
1745415143,1745417261,2118,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2051 feature_id 4 batch_size 4649 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.6400064629334956 subsets 66,2051,4,4649,str\(\'H\'\),2,str\(\'stdev\'\),0.6400064629334956,66,0.04,2089.0,0,,i7173,4631011,2089.0,525.94140625,495.0524289099526,-1.0,0.2221991763921322
1745414848,1745417680,2832,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4787 feature_id 1 batch_size 3976 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.47759267296642066 subsets 86,4787,1,3976,str\(\'H\'\),1,str\(\'tstat\'\),0.4775926729664206,86,0.03,2793.0,0,,i7173,4630701,2793.0,541.2578125,495.0110677083333,-1.0,0.2949049126545505
1745414847,1745418483,3636,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2908 feature_id 4 batch_size 259 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.5420262361709028 subsets 60,2908,4,259,str\(\'KL\'\),2,str\(\'tstat\'\),0.5420262361709028,60,0.04,3601.0,0,,i7174,4630640,3601.0,509.015625,483.78853375345307,-1.0,0.2571544902770895
1745419213,1745419756,543,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3782 feature_id 3 batch_size 591 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 36,3782,3,591,str\(\'H\'\),3,str\(\'stdev\'\),0.999,36,0.08,526.0,0,,i7180,4635598,526.0,529.93359375,496.8432528409091,-1.0,0.1758767573134313
1745419615,1745420215,600,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 827 feature_id 3 batch_size 514 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 33,827,3,514,str\(\'KL\'\),3,str\(\'stdev\'\),0.999,33,0.08,570.0,0,,i7183,4635905,570.0,516.453125,489.0066207627119,-1.0,0.1501810575601169
1745419957,1745420565,608,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 656 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 37,5000,3,656,str\(\'KL\'\),3,str\(\'stdev\'\),0.001,37,0.09,588.0,0,,i7180,4636193,588.0,533.09765625,502.40087090163934,-1.0,0.2564483860829839
1745420642,1745421252,610,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4971 feature_id 3 batch_size 1243 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 57,4971,3,1243,str\(\'H\'\),3,str\(\'stdev\'\),0.001,57,0.08,568.0,0,,i7183,4637090,568.0,522.66015625,498.0209878177966,-1.0,0.250186783947898
1745421432,1745422039,607,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4660 feature_id 3 batch_size 621 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 33,4660,3,621,str\(\'KL\'\),3,str\(\'stdev\'\),0.999,33,0.07,588.0,0,,i7185,4637366,588.0,516.97265625,492.7967469262295,-1.0,0.1604439167951346
1745422017,1745423049,1032,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 598 feature_id 3 batch_size 790 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.5732407076032654 subsets 57,598,3,790,str\(\'H\'\),2,str\(\'stdev\'\),0.5732407076032654,57,0.08,998.0,0,,i7183,4637593,998.0,523.03125,498.2666590073529,-1.0,0.2162184828859912
1745422716,1745423456,740,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 258 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 27,1,3,258,str\(\'KL\'\),2,str\(\'stdev\'\),0.001,27,0.09,706.0,0,,i7178,4638919,706.0,526.92578125,496.57994434931504,-1.0,0.2642177867015239
1745422465,1745423587,1122,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3170 feature_id 3 batch_size 840 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.999 subsets 58,3170,3,840,str\(\'H\'\),2,str\(\'stdev\'\),0.999,58,0.08,986.0,0,,i7186,4638033,986.0,530.48046875,496.8565129950495,-1.0,0.173847722272898
1745422407,1745423726,1319,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3359 feature_id 3 batch_size 803 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 57,3359,3,803,str\(\'H\'\),2,str\(\'stdev\'\),0.001,57,0.08,1162.0,0,,i7178,4637864,1162.0,514.19921875,486.151687237395,-1.0,0.2523628113047011
