start_time,end_time,run_time,program_string,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1747741934,1747741947,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1484 n_samples 185 k_neighbors 38 n_permutations 946 significance_level 0.23446957671269775,1484,185,38,946,0.2344695767126977,,,1,,i7164,5172891
1747741960,1747741973,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3143 n_samples 4851 k_neighbors 72 n_permutations 306 significance_level 0.719598349256441,3143,4851,72,306,0.719598349256441,,,1,,i7143,5172907
1747741989,1747742002,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4045 n_samples 1981 k_neighbors 22 n_permutations 716 significance_level 0.915050381693989,4045,1981,22,716,0.915050381693989,,,1,,i7149,5172914
1747742019,1747742026,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 706 n_samples 2898 k_neighbors 94 n_permutations 34 significance_level 0.4132656853552908,706,2898,94,34,0.4132656853552908,,,1,,i7148,5172925
1747742140,1747742146,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 941 n_samples 780 k_neighbors 14 n_permutations 325 significance_level 0.830244436154142,941,780,14,325,0.830244436154142,,,1,,i7170,5172959
1747742140,1747742146,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4280 n_samples 4197 k_neighbors 99 n_permutations 925 significance_level 0.3401853880286217,4280,4197,99,925,0.3401853880286217,,,1,,i7163,5172963
1747742170,1747742183,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1873 n_samples 3649 k_neighbors 68 n_permutations 666 significance_level 0.5256666084006428,1873,3649,68,666,0.5256666084006428,,,1,,i7164,5172976
1747742170,1747742189,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3532 n_samples 1483 k_neighbors 46 n_permutations 85 significance_level 0.021015074701979757,3532,1483,46,85,0.0210150747019797,,,1,,i7181,5172970
1747742201,1747742214,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2011 n_samples 2315 k_neighbors 80 n_permutations 539 significance_level 0.6473543111942709,2011,2315,80,539,0.6473543111942709,,,1,,i7181,5172979
1747742322,1747742329,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2772 n_samples 2652 k_neighbors 8 n_permutations 212 significance_level 0.1510212245117873,2772,2652,8,212,0.1510212245117873,,,1,,i7184,5173021
1747742321,1747742333,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 178 n_samples 4604 k_neighbors 27 n_permutations 440 significance_level 0.9675601488407701,178,4604,27,440,0.96756014884077,,,1,,i7179,5173026
1747742321,1747742334,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4416 n_samples 519 k_neighbors 62 n_permutations 810 significance_level 0.4545635279454291,4416,519,62,810,0.4545635279454291,,,1,,i7183,5173023
1747742351,1747742364,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 49 n_samples 421 k_neighbors 94 n_permutations 736 significance_level 0.09182839974202216,49,421,94,736,0.0918283997420221,,,1,,i7185,5173030
1747742381,1747742393,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4560 n_samples 4468 k_neighbors 16 n_permutations 14 significance_level 0.5817961841970682,4560,4468,16,14,0.5817961841970682,,,1,,i7184,5173041
1747742381,1747742394,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2628 n_samples 2374 k_neighbors 66 n_permutations 981 significance_level 0.776186046557501,2628,2374,66,981,0.776186046557501,,,1,,i7183,5173045
1747742411,1747742424,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2140 n_samples 2670 k_neighbors 50 n_permutations 271 significance_level 0.2716866784617305,2140,2670,50,271,0.2716866784617305,,,1,,i7184,5173127
1747742531,1747742538,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1655 n_samples 1346 k_neighbors 10 n_permutations 401 significance_level 0.3994694671742618,1655,1346,10,401,0.3994694671742618,,,1,,i7186,5173163
1747742531,1747742544,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3744 n_samples 3552 k_neighbors 76 n_permutations 850 significance_level 0.8957113087754697,3744,3552,76,850,0.8957113087754697,,,1,,i7185,5173164
1747742652,1747742658,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1159 n_samples 4255 k_neighbors 60 n_permutations 625 significance_level 0.20404408421181142,1159,4255,60,625,0.2040440842118114,,,1,,i7184,5173206
1747742652,1747742659,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4068 n_samples 800 k_neighbors 31 n_permutations 126 significance_level 0.716888550657779,4068,800,31,126,0.716888550657779,,,1,,i7185,5173204
1747742653,1747742666,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 928 n_samples 2079 k_neighbors 36 n_permutations 767 significance_level 0.5366008670274168,928,2079,36,767,0.5366008670274168,,,1,,i7180,5173211
1747742862,1747742869,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3838 n_samples 3034 k_neighbors 52 n_permutations 483 significance_level 0.04321801070868969,3838,3034,52,483,0.0432180107086896,,,1,,i7184,5173274
1747742953,1747742966,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3350 n_samples 125 k_neighbors 5 n_permutations 512 significance_level 0.34783010207302867,3350,125,5,512,0.3478301020730286,,,1,,i7183,5173306
1747742983,1747742996,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2378 n_samples 1154 k_neighbors 71 n_permutations 120 significance_level 0.9681991423182189,2378,1154,71,120,0.9681991423182188,,,1,,i7179,5173321
1747742984,1747742996,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1261 n_samples 4832 k_neighbors 83 n_permutations 239 significance_level 0.855736916743219,1261,4832,83,239,0.855736916743219,,,1,,i7183,5173315
1747743014,1747743026,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2866 n_samples 3950 k_neighbors 42 n_permutations 631 significance_level 0.4831613880675286,2866,3950,42,631,0.4831613880675286,,,1,,i7183,5173326
1747744098,1747744111,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4947 n_samples 1700 k_neighbors 90 n_permutations 345 significance_level 0.16298981403186918,4947,1700,90,345,0.1629898140318691,,,1,,i7180,5173698
1747744128,1747744141,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2948 n_samples 1820 k_neighbors 15 n_permutations 861 significance_level 0.7443911826014519,2948,1820,15,861,0.7443911826014519,,,1,,i7181,5173710
1747744128,1747744141,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4866 n_samples 3752 k_neighbors 67 n_permutations 146 significance_level 0.9232805235106498,4866,3752,67,146,0.9232805235106498,,,1,,i7183,5173707
1747744128,1747744141,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 354 n_samples 961 k_neighbors 45 n_permutations 604 significance_level 0.43428377372771504,354,961,45,604,0.434283773727715,,,1,,i7183,5173702
1747744128,1747744141,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 436 n_samples 3247 k_neighbors 24 n_permutations 906 significance_level 0.6646225752737374,436,3247,24,906,0.6646225752737374,,,1,,i7184,5173701
1747744128,1747744141,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2459 n_samples 3362 k_neighbors 100 n_permutations 391 significance_level 0.238921255717054,2459,3362,100,391,0.238921255717054,,,1,,i7180,5173715
1747744158,1747744171,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1345 n_samples 1881 k_neighbors 61 n_permutations 252 significance_level 0.11939313448034226,1345,1881,61,252,0.1193931344803422,,,1,,i7184,5173717
1747744158,1747744171,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3435 n_samples 2842 k_neighbors 27 n_permutations 999 significance_level 0.6166131564415991,3435,2842,27,999,0.6166131564415991,,,1,,i7181,5173726
1747744248,1747744261,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3754 n_samples 240 k_neighbors 81 n_permutations 27 significance_level 0.8110619800221175,3754,240,81,27,0.8110619800221175,,,1,,i7181,5173755
1747744338,1747744345,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 843 n_samples 4951 k_neighbors 9 n_permutations 723 significance_level 0.29919616981968283,843,4951,9,723,0.2991961698196828,,,1,,i7184,5173803
1747744369,1747744382,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4143 n_samples 3750 k_neighbors 1 n_permutations 365 significance_level 0.44829587942548094,4143,3750,1,365,0.4482958794254809,,,1,,i7181,5173840
1747744369,1747744382,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1233 n_samples 1539 k_neighbors 86 n_permutations 885 significance_level 0.9407000757828354,1233,1539,86,885,0.9407000757828354,,,1,,i7181,5173839
1747744398,1747744411,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3671 n_samples 680 k_neighbors 56 n_permutations 642 significance_level 0.12817954877018928,3671,680,56,642,0.1281795487701892,,,1,,i7184,5173844
1747744399,1747744412,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1580 n_samples 4140 k_neighbors 34 n_permutations 109 significance_level 0.6370645475182682,1580,4140,34,109,0.6370645475182682,,,1,,i7183,5173846
1747744399,1747744412,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2067 n_samples 618 k_neighbors 20 n_permutations 221 significance_level 0.5017284989710897,2067,618,20,221,0.5017284989710897,,,1,,i7181,5173852
1747744489,1747744502,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2556 n_samples 4661 k_neighbors 92 n_permutations 531 significance_level 0.015720182213932277,2556,4661,92,531,0.0157201822139322,,,1,,i7180,5173885
1747744519,1747744532,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4633 n_samples 2260 k_neighbors 41 n_permutations 496 significance_level 0.3202694086264819,4633,2260,41,496,0.3202694086264819,,,1,,i7183,5173890
1747744549,1747744562,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 121 n_samples 2551 k_neighbors 75 n_permutations 755 significance_level 0.820931131478399,121,2551,75,755,0.820931131478399,,,1,,i7183,5173900
1747744579,1747744592,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 260 n_samples 2435 k_neighbors 5 n_permutations 55 significance_level 0.19960197492688894,260,2435,5,55,0.1996019749268889,,,1,,i7181,5173911
1747744610,1747744622,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4498 n_samples 2766 k_neighbors 83 n_permutations 696 significance_level 0.6920976580251008,4498,2766,83,696,0.6920976580251008,,,1,,i7181,5173922
1747744639,1747744652,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2691 n_samples 326 k_neighbors 37 n_permutations 295 significance_level 0.8874944396466017,2691,326,37,295,0.8874944396466017,,,1,,i7183,5173929
1747744640,1747744652,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1929 n_samples 4406 k_neighbors 53 n_permutations 956 significance_level 0.378457052225247,1929,4406,53,956,0.378457052225247,,,1,,i7181,5173933
1747744761,1747744774,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1788 n_samples 894 k_neighbors 89 n_permutations 841 significance_level 0.26432259439490735,1788,894,89,841,0.2643225943949073,,,1,,i7184,5173968
1747744850,1747744857,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3449 n_samples 4316 k_neighbors 24 n_permutations 410 significance_level 0.7504224090464413,3449,4316,24,410,0.7504224090464413,,,1,,i7184,5174000
1747744851,1747744864,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4365 n_samples 1286 k_neighbors 71 n_permutations 569 significance_level 0.5706536373179406,4365,1286,71,569,0.5706536373179406,,,1,,i7181,5174005
1747744942,1747744955,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1025 n_samples 3457 k_neighbors 43 n_permutations 182 significance_level 0.06983950720354914,1025,3457,43,182,0.0698395072035491,,,1,,i7181,5174034
1747744972,1747744985,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 630 n_samples 65 k_neighbors 64 n_permutations 461 significance_level 0.6749219086691737,630,65,64,461,0.6749219086691737,,,1,,i7180,5174049
1747745001,1747745014,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3971 n_samples 4736 k_neighbors 48 n_permutations 790 significance_level 0.18583343048579992,3971,4736,48,790,0.1858334304857999,,,1,,i7183,5174056
1747745031,1747745044,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3218 n_samples 2174 k_neighbors 97 n_permutations 201 significance_level 0.4894423092752695,3218,2174,97,201,0.4894423092752695,,,1,,i7183,5174073
1747745121,1747745134,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1557 n_samples 3096 k_neighbors 19 n_permutations 550 significance_level 0.995064888799563,1557,3096,19,550,0.995064888799563,,,1,,i7181,5174106
1747745243,1747745256,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2315 n_samples 1606 k_neighbors 29 n_permutations 685 significance_level 0.8650634941067546,2315,1606,29,685,0.8650634941067546,,,1,,i7183,5174143
1747745272,1747745285,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3078 n_samples 3186 k_neighbors 57 n_permutations 67 significance_level 0.3677517548985779,3078,3186,57,67,0.3677517548985779,,,1,,i7183,5174153
1747745392,1747745399,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4736 n_samples 1214 k_neighbors 12 n_permutations 913 significance_level 0.048522472916170956,4736,1214,12,913,0.0485224729161709,,,1,,i7184,5174189
1747745392,1747745405,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 498 n_samples 4045 k_neighbors 78 n_permutations 338 significance_level 0.5605409171693027,498,4045,78,338,0.5605409171693027,,,1,,i7180,5174197
1747745423,1747745430,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 480 n_samples 2294 k_neighbors 31 n_permutations 964 significance_level 0.10176042265631259,480,2294,31,964,0.1017604226563125,,,1,,i7181,5174204
1747745452,1747745459,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4756 n_samples 2585 k_neighbors 59 n_permutations 288 significance_level 0.6030578031539917,4756,2585,59,288,0.6030578031539917,,,1,,i7184,5174208
1747745452,1747745465,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3056 n_samples 497 k_neighbors 10 n_permutations 688 significance_level 0.7818558339197189,3056,497,10,688,0.7818558339197189,,,1,,i7181,5174212
1747745543,1747745549,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2334 n_samples 4539 k_neighbors 76 n_permutations 62 significance_level 0.2972143697813153,2334,4539,76,62,0.2972143697813153,,,1,,i7180,5174246
1747745603,1747745609,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1530 n_samples 705 k_neighbors 66 n_permutations 174 significance_level 0.4089151817820966,1530,705,66,174,0.4089151817820966,,,1,,i7184,5174261
1747745603,1747745609,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3229 n_samples 4165 k_neighbors 50 n_permutations 577 significance_level 0.9174612288009375,3229,4165,50,577,0.9174612288009376,,,1,,i7179,5174269
1747745663,1747745669,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3959 n_samples 1407 k_neighbors 95 n_permutations 418 significance_level 0.7230428022779525,3959,1407,95,418,0.7230428022779525,,,1,,i7184,5174284
1747745663,1747745676,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 659 n_samples 3618 k_neighbors 17 n_permutations 833 significance_level 0.2290816304143518,659,3618,17,833,0.2290816304143518,,,1,,i7181,5174290
1747745663,1747745676,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1046 n_samples 206 k_neighbors 90 n_permutations 558 significance_level 0.5310602820310741,1046,206,90,558,0.5310602820310741,,,1,,i7180,5174298
1747745849,1747745862,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4346 n_samples 4917 k_neighbors 24 n_permutations 194 significance_level 0.017576345294713976,4346,4917,24,194,0.0175763452947139,,,1,,i7184,5174354
1747745874,1747745887,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1768 n_samples 2963 k_neighbors 42 n_permutations 468 significance_level 0.8346045001521707,1768,2963,42,468,0.8346045001521707,,,1,,i7181,5174412
1747745874,1747745887,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3467 n_samples 2003 k_neighbors 70 n_permutations 782 significance_level 0.33778410506434736,3467,2003,70,782,0.3377841050643473,,,1,,i7183,5174399
1747745904,1747745917,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1940 n_samples 1795 k_neighbors 6 n_permutations 330 significance_level 0.9621740930639208,1940,1795,6,330,0.9621740930639208,,,1,,i7181,5174422
1747745964,1747745970,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2662 n_samples 3337 k_neighbors 84 n_permutations 921 significance_level 0.4580098677705973,2662,3337,84,921,0.4580098677705973,,,1,,i7181,5174443
