trial_index,arm_name,trial_status,generation_node,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
256,256_0,FAILED,SOBOL,3129,0.759098212027922270017654682306,0.681095810931175993374608879094,513,1888,2573
257,257_0,FAILED,SOBOL,1773,0.057429367519915106021777262413,0.253418592477217319292037700507,4005,3486,636
258,258_0,FAILED,SOBOL,38,0.639756877847015847926570586424,0.945604285590350590595676294470,2354,4822,1398
259,259_0,FAILED,SOBOL,4903,0.436995836490765232618116442609,0.112198200037702922049476228494,3432,707,4468
260,260_0,FAILED,SOBOL,3898,0.541435476087033795700165228482,0.427104712601751090872426175338,2708,484,3632
261,261_0,FAILED,SOBOL,1199,0.276558196375146503331876601806,0.513745097884908297203310212353,1828,3950,523
262,262_0,FAILED,SOBOL,1999,0.917373303750529833777704880049,0.193798969931900488816722827323,4534,2784,2458
263,263_0,FAILED,SOBOL,3060,0.153040241055190567864841000301,0.873262750899419182282201745693,1234,1806,4356
264,264_0,FAILED,SOBOL,2662,0.727812456030398569062356273207,0.154219060212373720863965331773,1389,3438,4954
265,265_0,FAILED,SOBOL,2240,0.462478443427011387534264486021,0.786638866318389751164374956716,2817,2443,1848
266,266_0,FAILED,SOBOL,812,0.857695557428523880361126430216,0.482286536697298262588162742759,736,1128,1126
267,267_0,FAILED,SOBOL,4130,0.093819227624684572997004750050,0.584783307613804925750855545630,4738,4596,3022
268,268_0,FAILED,SOBOL,4686,0.947245459942147149945412820671,0.891614133223891269786065549852,4210,4212,3905
269,269_0,FAILED,SOBOL,412,0.245485368493944394741035353036,0.042907374976202845850981049125,14,105,1970
270,270_0,FAILED,SOBOL,1526,0.574410396311432092097959412058,0.719499396163970184048253031506,3540,1287,76
271,271_0,FAILED,SOBOL,3531,0.371740601895377054120217508171,0.338310201691463585671471037131,1916,2873,3143
272,272_0,FAILED,SOBOL,3654,0.613385411649942424716641653504,0.769529661646112805861719152745,4522,884,2105
273,273_0,FAILED,SOBOL,1289,0.317175963358953594273259568581,0.172180572204291809645937405548,944,4997,3917
274,274_0,FAILED,SOBOL,525,0.986246801303699571761285369575,0.597871772730723005651043422404,2613,3662,3429
275,275_0,FAILED,SOBOL,4380,0.190886135458946226695076120450,0.468101160150021289307886718234,1621,2062,249
276,276_0,FAILED,SOBOL,4311,0.834337365003302688926112296031,0.024793580269441010260900171147,2342,1668,1602
277,277_0,FAILED,SOBOL,750,0.101580004259943956768097450549,0.908631968267262002392214981228,3142,2649,4743
278,278_0,FAILED,SOBOL,2451,0.704366548612713860855194525357,0.352404208609834290744089457803,418,3812,2926
279,279_0,FAILED,SOBOL,2649,0.470334251763299127091499940434,0.706258648332208416320554533741,3798,349,1074
280,280_0,FAILED,SOBOL,2881,0.893927307104691815098362894787,0.297679321886971604005367453283,3640,4422,424
281,281_0,FAILED,SOBOL,2063,0.160895960163325080216623064189,0.635738170091062815281190978567,2138,951,3567
282,282_0,FAILED,SOBOL,991,0.518077372889965803715028869192,0.063916731072589758055890740707,4237,2268,4094
283,283_0,FAILED,SOBOL,3913,0.284319062238559128186210500644,0.994738061875104939701941475505,309,3261,2239
284,284_0,FAILED,SOBOL,4783,0.678758308436721580214623372740,0.559011369096115262600221740286,836,3009,936
285,285_0,FAILED,SOBOL,278,0.382396692683920291777610600548,0.382691700477153062820434570312,4961,1425,2752
286,286_0,FAILED,SOBOL,1663,0.798073138138279292164156686340,0.823976691899821145348425943666,1416,240,4607
287,287_0,FAILED,SOBOL,3437,0.002864639755338430245068526148,0.241989069268107426236014134702,3112,4350,1424
288,288_0,FAILED,SOBOL,3295,0.643445397751405856467954436084,0.491727452503517292736745503134,3864,1741,2311
289,289_0,FAILED,SOBOL,1607,0.409429156392812743092690652702,0.574731803555041498299260638305,371,2733,4170
290,290_0,FAILED,SOBOL,185,0.770523729264736223498744038807,0.132959788141772144998142834993,3271,4051,3486
291,291_0,FAILED,SOBOL,4757,0.037719856487587091753432844143,0.808262159511446975912463130953,2193,580,338
292,292_0,FAILED,SOBOL,4045,0.921473918303847283617358243646,0.745022824050858623046167394932,1667,650,1486
293,293_0,FAILED,SOBOL,1053,0.126036045940592894565313031308,0.313153709713369587941400595810,2547,4760,4673
294,294_0,FAILED,SOBOL,2164,0.553393081249669238630417567038,0.885462763858959056584296831716,1093,3575,2660
295,295_0,FAILED,SOBOL,2894,0.257291296020150161982797953897,0.048451070874929426379740249331,4392,1992,841
296,296_0,FAILED,SOBOL,2516,0.861857192885130629633749776985,0.955533457851037382191350388894,2987,2939,164
297,297_0,FAILED,SOBOL,2387,0.066754457747563722413985942694,0.102634952433407311556123886476,1560,1339,3349
298,298_0,FAILED,SOBOL,645,0.739709010547026979409679370292,0.659350185940042132770599891955,4890,5,3992
299,299_0,FAILED,SOBOL,4296,0.443272088091820504196505225991,0.274555532749742259301939384386,887,4118,2175
300,300_0,FAILED,SOBOL,4520,0.578038133254274777428349807451,0.218834141364321110856394625443,166,4651,979
301,301_0,FAILED,SOBOL,577,0.344235210385173573399697488640,0.847618002466857478616191201581,4361,1188,2836
302,302_0,FAILED,SOBOL,1380,0.958731789883226159787454889738,0.421439696157351162408843947560,2086,2352,4808
303,303_0,FAILED,SOBOL,3678,0.225714598616585132573320038318,0.519775146704167134714680287289,3711,3332,1662
304,304_0,FAILED,SOBOL,3508,0.982071125425398316899361361720,0.089561715587973600438687071801,1105,405,3092
305,305_0,FAILED,SOBOL,1436,0.217965421641245493677985223258,0.969703606126829931177724120062,4683,3873,1201
306,306_0,FAILED,SOBOL,358,0.601472441012039782393117093307,0.291649509150534891332995357516,1762,2559,1768
307,307_0,FAILED,SOBOL,4546,0.336398258931934812654418465172,0.641403902219608412771378880279,2755,1564,4869
308,308_0,FAILED,SOBOL,4145,0.700753327975049633558057848859,0.833539223819971031304021380492,3283,2127,3204
309,309_0,FAILED,SOBOL,916,0.497825602851808046711568067622,0.232059660924598565312493292367,2484,3713,141
310,310_0,FAILED,SOBOL,2304,0.822866975300014069638621094782,0.537873713139444542541411919956,3959,4896,1880
311,311_0,FAILED,SOBOL,2796,0.121334358016029000837399109969,0.404437089385464798585445578283,579,788,3810
312,312_0,FAILED,SOBOL,3047,0.514402893407270300762945680617,0.623028500791639072708960611635,1986,4294,4382
313,313_0,FAILED,SOBOL,1896,0.311871226031333215189533802914,0.442578447947278630358880491258,3489,180,1317
314,314_0,FAILED,SOBOL,1138,0.882518205989152204615777463914,0.763986201830208266905231084820,139,1516,712
315,315_0,FAILED,SOBOL,3767,0.180589530957862731685992230268,0.178332657253369691874311797619,4066,3114,2645
316,316_0,FAILED,SOBOL,4929,0.793958007279783495313552066364,0.362454996984451993657927459935,4790,3194,4260
317,317_0,FAILED,SOBOL,131,0.029882875291630625613770178006,0.696817496443167372355276256712,665,2216,2367
318,318_0,FAILED,SOBOL,1829,0.666784763036295746729820166365,0.003169571392238140338654117656,2960,1051,590
319,319_0,FAILED,SOBOL,3271,0.401680009160190809591739480311,0.929891004255041453419039498840,1265,4516,3694
320,320_0,FAILED,SOBOL,3241,0.562242286134511215500708658510,0.039255892191082240871846664731,3472,2666,3859
321,321_0,FAILED,SOBOL,1856,0.265980605913326118017181443065,0.901959396811202185340050618834,2003,1768,2007
322,322_0,FAILED,SOBOL,82,0.930175303740426895338089252618,0.335924446284770972237510022751,4122,590,34
323,323_0,FAILED,SOBOL,4977,0.134882098097354186094776196114,0.730528143687173669995615910011,83,4000,3174
324,324_0,FAILED,SOBOL,3796,0.777306114552542615214747456776,0.792033809591084714263331534312,647,4692,4996
325,325_0,FAILED,SOBOL,1107,0.044585995409637688147164169550,0.141871462957933541781940789406,4807,681,1817
326,326_0,FAILED,SOBOL,1945,0.650315165285021090646466745966,0.588942972615361215460438870650,1321,2001,1172
327,327_0,FAILED,SOBOL,2996,0.416199942020699376055148377418,0.469224991528317314504192836466,2904,3528,2984
328,328_0,FAILED,SOBOL,2765,0.967551194423809657330082245608,0.503552057527005714199219710281,4622,1389,3664
329,329_0,FAILED,SOBOL,2333,0.234435017533600326133935709549,0.430360319813713421144285575792,1166,2928,482
330,330_0,FAILED,SOBOL,865,0.586769319035112868476744552027,0.861838008832186419638787810982,2777,4089,2494
331,331_0,FAILED,SOBOL,4193,0.353050153518095599647352855754,0.196337067538872367400415441807,1740,71,4309
332,332_0,FAILED,SOBOL,4573,0.746460758976638327766295333277,0.265370195187628277189162417926,2423,1237,2537
333,333_0,FAILED,SOBOL,328,0.450168506959453207372234828654,0.675853209858760184403081439086,3344,4644,683
334,334_0,FAILED,SOBOL,1483,0.868757597276940907171649541851,0.125411968436092119416613854810,601,3302,1365
335,335_0,FAILED,SOBOL,3459,0.073494963429868220838869774525,0.941048745015636067812181408954,3937,2422,4509
336,336_0,FAILED,SOBOL,3728,0.814139656072482509330257016700,0.385109752757474776974078167768,1504,3865,889
337,337_0,FAILED,SOBOL,1333,0.112523281436413533085350024976,0.547950317263603214890110848501,3043,452,2787
338,338_0,FAILED,SOBOL,607,0.691930056881159494253097363980,0.245608374150469904728666392657,904,1633,4566
339,339_0,FAILED,SOBOL,4492,0.489101317381486322410921729897,0.813663613650947858957351854770,4873,2528,1457
340,340_0,FAILED,SOBOL,4248,0.594568170066922863092884199432,0.631546319751068896408696673461,4305,3703,465
341,341_0,FAILED,SOBOL,696,0.329653886696323727978352735590,0.310773044958710664698031678199,222,2178,3535
342,342_0,FAILED,SOBOL,2358,0.975323243549093610305078527745,0.989375422911718538365732911188,3728,856,4141
343,343_0,FAILED,SOBOL,2547,0.211072869326919321242286287088,0.076232031453400850296020507812,2069,4868,2204
344,344_0,FAILED,SOBOL,2945,0.658087125182151844171585253207,0.920027982586994808045233185112,349,210,1633
345,345_0,FAILED,SOBOL,2116,0.392837704585865143958045564432,0.022284217845648528893987005972,3886,4225,4701
346,346_0,FAILED,SOBOL,1084,0.785105054812505809280764879077,0.716480297466740023715203733445,2254,3066,2963
347,347_0,FAILED,SOBOL,4016,0.021189817816019057561405247725,0.349119985185563586060908392028,3210,1524,1028
348,348_0,FAILED,SOBOL,4710,0.875644690873101372297071520734,0.158995420018211014445697060182,2525,2245,2067
349,349_0,FAILED,SOBOL,234,0.173814997747540472827765256625,0.774056593444198415276957803144,1689,3128,3963
