trial_index,arm_name,trial_status,generation_method,result,n_samples,n_permutations,update_interval,n_consecutive_deviations
349,349_0,COMPLETED,BoTorch,0.289954840841502359261028232140,425,43,161,4
350,350_0,COMPLETED,BoTorch,0.284282409957043680215349468199,668,50,154,5
351,351_0,COMPLETED,BoTorch,0.272772331754598473807504888100,141,37,155,4
352,352_0,COMPLETED,BoTorch,0.291276572309725700904436962446,100,10,180,5
353,353_0,COMPLETED,BoTorch,0.278279546205529193514394137310,163,37,160,4
354,354_0,COMPLETED,BoTorch,0.277783896904945426520328055631,314,46,152,4
355,355_0,COMPLETED,BoTorch,0.277949113338473385859117570362,481,50,151,4
356,356_0,COMPLETED,BoTorch,0.286760656459962515185679876595,283,47,145,3
357,357_0,COMPLETED,BoTorch,0.284337482101553074009814281453,100,10,161,4
358,358_0,COMPLETED,BoTorch,0.294085251679700454552346400305,100,44,150,2
359,359_0,COMPLETED,BoTorch,0.280151999118845695946333762549,294,40,153,3
360,360_0,COMPLETED,BoTorch,0.298766383962991488587590538373,207,36,160,3
361,361_0,COMPLETED,BoTorch,0.276241876858684842765967459854,493,33,164,4
362,362_0,COMPLETED,BoTorch,0.290835995153651327704835694021,100,50,250,1
363,363_0,COMPLETED,BoTorch,0.290395417997576843482931963081,248,40,155,4
364,364_0,COMPLETED,BoTorch,0.282134596321180763922598089266,354,24,159,2
365,365_0,COMPLETED,BoTorch,0.284227337812534397443187117460,100,10,167,5
366,366_0,COMPLETED,BoTorch,0.293369313801079445447328453156,100,10,182,5
367,367_0,COMPLETED,BoTorch,0.286705584315453232413517525856,171,17,145,3
368,368_0,COMPLETED,BoTorch,0.294140323824209737324508751044,204,25,160,3
369,369_0,COMPLETED,BoTorch,0.290340345853067560710769612342,1000,10,185,5
370,370_0,COMPLETED,BoTorch,0.279050556228659596413876897714,677,10,127,2
371,371_0,COMPLETED,BoTorch,0.286595440026434666869192824379,376,34,160,4
372,372_0,COMPLETED,BoTorch,0.290395417997576843482931963081,389,47,136,4
373,373_0,COMPLETED,BoTorch,0.290835995153651327704835694021,617,43,156,4
374,374_0,COMPLETED,BoTorch,0.284117193523515831898862415983,387,10,169,3
375,375_0,COMPLETED,BoTorch,0.287476594338583524290697823744,409,42,153,5
376,376_0,COMPLETED,BoTorch,0.277178103315343093981937272474,520,10,145,3
377,377_0,COMPLETED,BoTorch,0.284282409957043680215349468199,572,16,134,1
378,378_0,COMPLETED,BoTorch,0.285493997136248456314433497027,100,23,153,4
379,379_0,COMPLETED,BoTorch,0.278224474061019910742231786571,543,50,153,3
380,380_0,COMPLETED,BoTorch,0.287917171494658008512601554685,394,33,147,3
381,381_0,COMPLETED,BoTorch,0.286650512170943949641355175117,968,50,138,5
382,382_0,COMPLETED,BoTorch,0.288522965084260341050992337841,100,10,120,3
383,383_0,COMPLETED,BoTorch,0.286209935014869465419451444177,558,10,138,4
384,384_0,RUNNING,BoTorch,,314,24,150,4
385,385_0,COMPLETED,BoTorch,0.280427359841392220829447978758,479,10,148,5
386,386_0,COMPLETED,BoTorch,0.287036017182509040068794092804,376,43,126,5
387,387_0,COMPLETED,BoTorch,0.281583874876087714156369656848,544,50,147,2
388,388_0,COMPLETED,BoTorch,0.278885339795131637075087382982,529,10,135,2
389,389_0,COMPLETED,BoTorch,0.278720123361603677736297868250,494,10,140,3
390,390_0,COMPLETED,BoTorch,0.282520101332745854350037006952,706,44,164,2
391,391_0,COMPLETED,BoTorch,0.283621544222932064904796334304,642,34,135,2
392,392_0,COMPLETED,BoTorch,0.296233065315563370845097779238,780,10,142,2
393,393_0,COMPLETED,BoTorch,0.290615706575614085593883828551,769,33,142,4
394,394_0,COMPLETED,BoTorch,0.280537504130410786373772680236,472,10,148,2
395,395_0,COMPLETED,BoTorch,0.277949113338473385859117570362,347,10,144,4
396,396_0,COMPLETED,BoTorch,0.291441788743253660243226477178,767,43,141,3
397,397_0,COMPLETED,BoTorch,0.283951977089987872560072901251,370,10,139,2
398,398_0,COMPLETED,BoTorch,0.289789624407974399922238717409,964,28,136,2
399,399_0,COMPLETED,BoTorch,0.287421522194074241518535473006,1000,25,115,2
400,400_0,COMPLETED,BoTorch,0.281914307743143521811646223796,1000,10,160,5
401,401_0,COMPLETED,BoTorch,0.288522965084260341050992337841,174,10,149,4
402,402_0,COMPLETED,BoTorch,0.284337482101553074009814281453,282,10,153,5
403,403_0,COMPLETED,BoTorch,0.289293975107390632928172635729,786,10,164,5
404,404_0,COMPLETED,BoTorch,0.282079524176671481150435738527,269,10,156,3
405,405_0,COMPLETED,BoTorch,0.285769357858794981197547713236,385,19,142,3
406,406_0,COMPLETED,BoTorch,0.273047692477145109712921566825,136,23,152,3
407,407_0,COMPLETED,BoTorch,0.295021478136358594746013750409,100,50,187,5
408,408_0,COMPLETED,BoTorch,0.293975107390681777985719236312,429,10,148,3
409,409_0,COMPLETED,BoTorch,0.292212798766383952120406775066,240,10,162,3
410,410_0,COMPLETED,BoTorch,0.291717149465800185126340693387,432,10,131,2
411,411_0,COMPLETED,BoTorch,0.287862099350148725740439203946,251,10,147,2
412,412_0,COMPLETED,BoTorch,0.281143297720013229934465925908,532,22,162,3
413,413_0,COMPLETED,BoTorch,0.283621544222932064904796334304,100,10,144,2
414,414_0,COMPLETED,BoTorch,0.285493997136248456314433497027,1000,50,118,1
415,343_0,COMPLETED,BoTorch,0.287201233616036999407583607535,1000,10,139,5
416,416_0,COMPLETED,BoTorch,0.284392554246062356781976632192,100,10,146,3
417,417_0,COMPLETED,BoTorch,0.282134596321180763922598089266,335,10,154,4
418,418_0,COMPLETED,BoTorch,0.288027315783676574056926256162,1000,33,157,5
419,419_0,COMPLETED,BoTorch,0.282960678488820338571940737893,1000,38,150,1
420,420_0,COMPLETED,BoTorch,0.290670778720123368366046179290,1000,27,156,4
421,421_0,COMPLETED,BoTorch,0.283346183500385540021682118095,442,12,138,5
422,422_0,COMPLETED,BoTorch,0.275305650402026702572300109750,482,10,171,5
423,423_0,COMPLETED,BoTorch,0.278114329772001345197907085094,315,10,140,5
424,424_0,COMPLETED,BoTorch,0.288578037228769734845457151096,100,10,164,2
425,425_0,COMPLETED,BoTorch,0.285989646436832223308499578707,359,21,161,4
426,426_0,COMPLETED,BoTorch,0.284117193523515831898862415983,160,29,146,2
427,427_0,COMPLETED,BoTorch,0.288798325806806865934106554050,239,10,138,5
428,428_0,COMPLETED,BoTorch,0.285383852847229890770108795550,370,10,142,1
429,429_0,COMPLETED,BoTorch,0.295296838858905119629127966618,417,10,162,5
430,430_0,COMPLETED,BoTorch,0.277894041193964103086955219624,115,30,157,5
431,431_0,COMPLETED,BoTorch,0.283456327789404105566006819572,372,24,158,5
432,432_0,COMPLETED,BoTorch,0.277288247604361659526261973951,482,16,156,5
433,433_0,COMPLETED,BoTorch,0.292322943055402628687033939059,593,16,161,5
434,434_0,COMPLETED,BoTorch,0.283786760656459913221283386520,726,10,158,5
435,435_0,COMPLETED,BoTorch,0.291001211587179176021322746237,569,10,160,5
436,436_0,COMPLETED,BoTorch,0.273543341777728876706987648504,502,28,155,3
437,437_0,COMPLETED,BoTorch,0.283401255644894822793844468833,279,10,133,4
438,438_0,COMPLETED,BoTorch,0.285934574292322940536337227968,1000,50,119,3
439,439_0,COMPLETED,BoTorch,0.279380989095715404069153464661,481,39,150,3
440,440_0,COMPLETED,BoTorch,0.281694019165106279700694358326,678,10,123,5
441,441_0,COMPLETED,BoTorch,0.285438924991739173542271146289,280,18,133,5
442,442_0,COMPLETED,BoTorch,0.282465029188236571577874656214,293,31,150,5
443,443_0,COMPLETED,BoTorch,0.278059257627492062425744734355,894,10,119,3
444,444_0,COMPLETED,BoTorch,0.293204097367551486108538938424,616,23,168,5
445,445_0,COMPLETED,BoTorch,0.272772331754598473807504888100,147,22,146,4
446,446_0,COMPLETED,BoTorch,0.288743253662297583161944203312,557,34,152,2
447,447_0,COMPLETED,BoTorch,0.288798325806806865934106554050,1000,31,153,5
448,448_0,COMPLETED,BoTorch,0.282740389910783096460988872423,827,25,157,2
449,449_0,COMPLETED,BoTorch,0.288963542240334825272896068782,256,29,150,4
450,450_0,COMPLETED,BoTorch,0.282299812754708723261387603998,1000,10,167,1
451,451_0,COMPLETED,BoTorch,0.291276572309725700904436962446,240,23,142,5
452,452_0,COMPLETED,BoTorch,0.283070822777839015138567901886,100,24,143,5
453,453_0,COMPLETED,BoTorch,0.276737526159268609760033541534,320,21,144,4
454,454_0,COMPLETED,BoTorch,0.285383852847229890770108795550,100,34,151,4
455,455_0,COMPLETED,BoTorch,0.285824430003304374992012526491,653,10,141,3
456,456_0,COMPLETED,BoTorch,0.284667914968608881665090848401,468,29,150,5
457,457_0,COMPLETED,BoTorch,0.284943275691155406548205064610,100,20,150,5
458,458_0,COMPLETED,BoTorch,0.276792598303778003554498354788,685,10,113,5
459,459_0,COMPLETED,BoTorch,0.288247604361713816167878121632,100,10,121,5
460,460_0,COMPLETED,BoTorch,0.282189668465690046694760440005,1000,10,167,2
461,461_0,COMPLETED,BoTorch,0.288412820795241775506667636364,1000,27,160,1
462,462_0,COMPLETED,BoTorch,0.286320079303888141986078608170,761,10,136,5
463,463_0,COMPLETED,BoTorch,0.289569335829937268833589314454,570,27,151,3
464,464_0,COMPLETED,BoTorch,0.283401255644894822793844468833,371,23,148,3
465,465_0,COMPLETED,BoTorch,0.277894041193964103086955219624,538,10,132,3
466,466_0,COMPLETED,BoTorch,0.289128758673862784611685583513,585,34,154,1
467,467_0,COMPLETED,BoTorch,0.288192532217204533395715770894,1000,10,113,5
468,468_0,COMPLETED,BoTorch,0.284667914968608881665090848401,477,11,145,4
469,469_0,COMPLETED,BoTorch,0.281914307743143521811646223796,859,10,120,2
470,470_0,COMPLETED,BoTorch,0.280647648419429462940399844229,482,10,131,4
471,471_0,COMPLETED,BoTorch,0.294525828835774827751947668730,1000,10,188,1
472,472_0,COMPLETED,BoTorch,0.286485295737415990302565660386,656,10,124,3
473,473_0,COMPLETED,BoTorch,0.283786760656459913221283386520,1000,50,110,4
474,474_0,COMPLETED,BoTorch,0.292488159488930477003520991275,255,33,161,5
475,475_0,COMPLETED,BoTorch,0.289183830818372067383847934252,548,10,102,5
476,476_0,COMPLETED,BoTorch,0.290725850864632651138208530028,581,10,104,5
477,477_0,COMPLETED,BoTorch,0.280151999118845695946333762549,333,50,136,2
478,478_0,COMPLETED,BoTorch,0.289293975107390632928172635729,1000,50,129,1
479,479_0,COMPLETED,BoTorch,0.283236039211366863455054954102,832,10,124,3
480,480_0,COMPLETED,BoTorch,0.279876638396299171063219546340,303,10,140,4
481,481_0,COMPLETED,BoTorch,0.291551933032272225787551178655,800,50,153,4
482,482_0,COMPLETED,BoTorch,0.288688181517788300389781852573,1000,29,117,3
483,483_0,COMPLETED,BoTorch,0.284833131402136841003880363132,372,50,129,4
484,484_0,COMPLETED,BoTorch,0.292267870910893234892569125805,391,50,120,5
485,485_0,COMPLETED,BoTorch,0.282795462055292379233151223161,1000,37,152,1
486,486_0,COMPLETED,BoTorch,0.285549069280757739086595847766,590,10,133,5
487,487_0,COMPLETED,BoTorch,0.282244740610199329466922790743,165,28,145,3
488,488_0,COMPLETED,BoTorch,0.288633109373279017617619501834,407,28,146,4
489,489_0,COMPLETED,BoTorch,0.290395417997576843482931963081,431,10,136,4
490,490_0,COMPLETED,BoTorch,0.286430223592906707530403309647,1000,50,132,1
491,491_0,COMPLETED,BoTorch,0.292598303777949153570148155268,762,10,115,1
492,492_0,COMPLETED,BoTorch,0.286815728604471908980144689849,613,10,144,4
493,493_0,COMPLETED,BoTorch,0.279876638396299171063219546340,851,10,124,5
494,494_0,COMPLETED,BoTorch,0.293699746668135253102605020104,409,10,130,5
495,495_0,COMPLETED,BoTorch,0.286925872893490474524469391326,100,10,107,5
496,496_0,COMPLETED,BoTorch,0.279491133384733969613478166139,352,36,151,4
497,497_0,COMPLETED,BoTorch,0.286870800748981191752307040588,259,23,142,3
498,498_0,COMPLETED,BoTorch,0.293975107390681777985719236312,100,10,128,5
499,499_0,COMPLETED,BoTorch,0.279931710540808453835381897079,349,31,144,1
500,500_0,COMPLETED,BoTorch,0.289018614384844108045058419521,1000,10,134,4
501,501_0,RUNNING,BoTorch,,316,25,155,3
502,502_0,RUNNING,BoTorch,,439,45,152,3
503,503_0,RUNNING,BoTorch,,287,19,150,5
504,504_0,RUNNING,BoTorch,,411,10,157,1
505,505_0,RUNNING,BoTorch,,528,27,160,2
506,506_0,RUNNING,BoTorch,,801,50,165,5
507,507_0,RUNNING,BoTorch,,575,50,152,1
