trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
341,,,,,,,,,,,,,,,341_0,FAILED,SOBOL,,,4626,4736,3819,0.431863582760095621182472314104,0.467753976194188014758879035071,5.720214857150801357477121200645,str\(\'ks-test\'\),45,str\(\'bounded\'\)
342,,,,,,,,,,,,,,,342_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,2799,1467,1942,0.557340683462098196443434972025,0.188034290287643679473461588714,9.542245888979174139876704430208,str\(\'t-test\'\),37,str\(\'bounded\'\)
343,,,,,,,,,,,,,,,343_0,FAILED,SOBOL,,,1605,3535,2789,0.161620414692908526133052760088,0.583963438445702198720255182707,3.392623898163437790032048724242,str\(\'ks-test\'\),4,str\(\'bounded\'\)
344,,,,,,,,,,,,,,,344_0,FAILED,SOBOL,,,1370,910,2385,0.471577707422897229871949775770,0.068137874271720647034733531200,3.807048955520615063363720764755,str\(\'t-test\'\),18,str\(\'bounded\'\)
345,,,,,,,,,,,,,,,345_0,FAILED,SOBOL,,,3037,4092,2964,0.871135706946253751681297217146,0.668781553404405704199575666280,7.652138336504810567362255824264,str\(\'ks-test\'\),48,str\(\'bounded\'\)
346,,,,,,,,,,,,,,,346_0,FAILED,SOBOL,,,4864,2034,1082,0.246658611821010703701873012506,0.948489310622215309187765797105,6.476402423574589839461168594426,str\(\'t-test\'\),34,str\(\'bounded\'\)
347,,,,,,,,,,,,,,,347_0,FAILED,SOBOL,,,735,2968,4277,0.595592877332121184430491211970,0.287424135049805018482516061340,0.288315702648833438459519129538,str\(\'ks-test\'\),1,str\(\'bounded\'\)
348,,,,,,,,,,,,,,,348_0,FAILED,SOBOL,,,289,1660,3685,0.694419596713036324509005225991,0.427713211428374040501410036086,2.518833646976389228910875317524,str\(\'t-test\'\),30,str\(\'bounded\'\)
349,,,,,,,,,,,,,,,349_0,FAILED,SOBOL,,,4134,3342,1584,0.088135164687409991990385549343,0.839266030760482006911615826539,8.863155469261108976297691697255,str\(\'ks-test\'\),10,str\(\'bounded\'\)
350,,,,,,,,,,,,,,,350_0,COMPLETED,SOBOL,9.000000000000000000000000000000,0.000000000000000000000000000000,3441,361,4725,0.961617340989410873675069524324,0.559554222956299751601250136446,5.188187245402485991974117496284,str\(\'t-test\'\),21,str\(\'bounded\'\)
351,,,,,,,,,,,,,,,351_0,FAILED,SOBOL,,,2135,4642,553,0.320424736252054587204440849746,0.208430517917498947522148000644,1.499332705033011636786000053689,str\(\'ks-test\'\),38,str\(\'bounded\'\)
352,,,,,,,,,,,,,,,352_0,FAILED,SOBOL,,,2092,1796,1390,0.185644053954631099712102582089,0.771059066582471142048404999514,0.148054110286757356629294690720,str\(\'t-test\'\),49,str\(\'bounded\'\)
353,,,,,,,,,,,,,,,353_0,FAILED,SOBOL,,,3564,3204,3332,0.534537625851109643448921815434,0.499818531313911074143163659755,6.301872109222226292502000433160,str\(\'ks-test\'\),19,str\(\'bounded\'\)
354,,,,,,,,,,,,,,,354_0,FAILED,SOBOL,,,4179,575,204,0.410019906252622579057032226046,0.155786044143140317563833718850,7.792496106243692821635704603978,str\(\'t-test\'\),2,str\(\'bounded\'\)
355,,,,,,,,,,,,,,,355_0,FAILED,SOBOL,,,168,4425,4528,0.809649059651419533700789088471,0.616097468836233064237717371725,3.981490244338289130610064603388,str\(\'ks-test\'\),35,str\(\'bounded\'\)
356,,,,,,,,,,,,,,,356_0,FAILED,SOBOL,,,700,655,2532,0.898486032938584644469415252388,0.725293032202869669688993781165,1.358975084290839685507989997859,str\(\'t-test\'\),11,str\(\'bounded\'\)
357,,,,,,,,,,,,,,,357_0,FAILED,SOBOL,,,4974,4345,2114,0.257100463025271896988499520376,0.015524453753605484129796110437,5.013745807588101399687730008736,str\(\'ks-test\'\),31,str\(\'bounded\'\)
358,,,,,,,,,,,,,,,358_0,FAILED,SOBOL,,,3070,2013,4002,0.630623263800516697941134225402,0.359560980357229720283385177027,9.003416912626475365755140956026,str\(\'t-test\'\),39,str\(\'bounded\'\)
359,,,,,,,,,,,,,,,359_0,FAILED,SOBOL,,,1257,2986,654,0.024501336690038445081940565728,0.880251058964058752387416006968,2.693364110325463300910087127704,str\(\'ks-test\'\),22,str\(\'bounded\'\)
360,,,,,,,,,,,,,,,360_0,FAILED,SOBOL,,,1651,50,4174,0.342133499791845652193700288990,0.395647704541683187251521758299,4.504058315663598932587774470448,str\(\'t-test\'\),8,str\(\'bounded\'\)
361,,,,,,,,,,,,,,,361_0,FAILED,SOBOL,,,2679,4950,1094,0.936742584116756926704283614527,0.871460974236950236537779801438,8.197260915296151750908393296413,str\(\'ks-test\'\),28,str\(\'bounded\'\)
362,,,,,,,,,,,,,,,362_0,FAILED,SOBOL,,,4583,1329,2987,0.064219788918271666910975170595,0.527421144332736679949391600530,7.185732191359624820847784576472,str\(\'t-test\'\),42,str\(\'bounded\'\)
363,,,,,,,,,,,,,,,363_0,FAILED,SOBOL,,,1094,3671,2291,0.717118197899311748955142320483,0.240677812295034515566172217405,0.835993705402128473025413768482,str\(\'ks-test\'\),25,str\(\'bounded\'\)
364,,,,,,,,,,,,,,,364_0,FAILED,SOBOL,,,560,2362,373,0.620543359164148600193300353567,0.100268097594380378723144531250,3.215613980550318995454972537118,str\(\'t-test\'\),46,str\(\'bounded\'\)
365,,,,,,,,,,,,,,,365_0,FAILED,SOBOL,,,3785,2638,4976,0.224873290525749336410399337183,0.636521886056289121214035731100,9.409117365148849998490732104983,str\(\'ks-test\'\),16,str\(\'bounded\'\)
366,,,,,,,,,,,,,,,366_0,FAILED,SOBOL,,,3170,1220,1843,0.848391004547476734742872395145,0.980565286945551672914689333993,5.897287725874223340838398144115,str\(\'t-test\'\),5,str\(\'bounded\'\)
367,,,,,,,,,,,,,,,367_0,FAILED,SOBOL,,,2484,3780,3516,0.495538351608440286177881262120,0.255233950408175591650916658182,2.047850285626947819395127226016,str\(\'ks-test\'\),38,str\(\'bounded\'\)
368,,,,,,,,,,,,,,,368_0,FAILED,SOBOL,,,2217,1034,971,0.683223603099584630982121780107,0.567857418464496777055217080488,9.809180210500954899544012732804,str\(\'ks-test\'\),5,str\(\'bounded\'\)
369,,,,,,,,,,,,,,,369_0,FAILED,SOBOL,,,3377,3966,4300,0.037930763958022001292036406994,0.169054008420556789449307188988,3.499034806744195424954568807152,str\(\'t-test\'\),35,str\(\'bounded\'\)
370,,,,,,,,,,,,,,,370_0,FAILED,SOBOL,,,4051,2234,2441,0.910461177010089106609314058005,0.450719343950971962353690969394,2.487009923760779450674363033613,str\(\'ks-test\'\),46,str\(\'bounded\'\)
371,,,,,,,,,,,,,,,371_0,FAILED,SOBOL,,,352,2765,2839,0.308231294574215997084110085780,0.785201864570379215457762711594,6.141688045602292866931293247035,str\(\'t-test\'\),13,str\(\'bounded\'\)
372,,,,,,,,,,,,,,,372_0,FAILED,SOBOL,,,1121,1534,4825,0.404813754880800846791544245207,0.925506066979840391617528894130,8.519744469898752115000206686091,str\(\'ks-test\'\),43,str\(\'bounded\'\)
373,,,,,,,,,,,,,,,373_0,FAILED,SOBOL,,,4458,3466,521,0.749800053831189861064387969236,0.341480700116604585225843493390,4.708831209449098054165006033145,str\(\'t-test\'\),23,str\(\'bounded\'\)
374,,,,,,,,,,,,,,,374_0,FAILED,SOBOL,,,2652,158,3639,0.126289950227364888846182111592,0.059811793601140382514724791463,1.197574015537276714837844338035,str\(\'ks-test\'\),9,str\(\'bounded\'\)
375,,,,,,,,,,,,,,,375_0,FAILED,SOBOL,,,1775,4842,1717,0.529811144582927218138479474874,0.708165660306811384216985061357,7.351484615928494115166813571705,str\(\'t-test\'\),26,str\(\'bounded\'\)
376,,,,,,,,,,,,,,,376_0,FAILED,SOBOL,,,1542,2140,3189,0.835806740770116407546197478950,0.195263933552429075346523745793,5.452833033320494848794623976573,str\(\'ks-test\'\),40,str\(\'bounded\'\)
377,,,,,,,,,,,,,,,377_0,FAILED,SOBOL,,,2882,2860,1535,0.444042037826031465996834413090,0.545432109169662004966028234776,1.603454968262463697925568339997,str\(\'t-test\'\),20,str\(\'bounded\'\)
378,,,,,,,,,,,,,,,378_0,FAILED,SOBOL,,,4689,841,4658,0.568552139570936532209088909440,0.827089090714231089940255969850,3.093354543276131352058655465953,str\(\'ks-test\'\),12,str\(\'bounded\'\)
379,,,,,,,,,,,,,,,379_0,FAILED,SOBOL,,,888,4159,75,0.211809345491230482938505019774,0.412600977439433358462395062816,9.286917303063907169757840165403,str\(\'t-test\'\),29,str\(\'bounded\'\)
380,,,,,,,,,,,,,,,380_0,FAILED,SOBOL,,,122,467,1983,0.122964750632643698979862278975,0.303510926363989685938804541365,6.663524831758812716486772842472,str\(\'ks-test\'\),2,str\(\'bounded\'\)
381,,,,,,,,,,,,,,,381_0,FAILED,SOBOL,,,4284,4532,2660,0.721479204369708915223213807622,0.967488583214580977198693290120,0.313726970612071498489825671641,str\(\'t-test\'\),32,str\(\'bounded\'\)
382,,,,,,,,,,,,,,,382_0,FAILED,SOBOL,,,3610,1591,797,0.347948793176561577134009439760,0.685827562237158461222463756712,4.304046211342328120963429682888,str\(\'ks-test\'\),49,str\(\'bounded\'\)
383,,,,,,,,,,,,,,,383_0,COMPLETED,SOBOL,2.000000000000000000000000000000,0.000000000000000000000000000000,1987,3409,3856,0.996957064734771858383055587183,0.086177453462034467324137665400,7.997189435785637456888252927456,str\(\'t-test\'\),16,str\(\'bounded\'\)
384,,,,,,,,,,,,,,,384_0,FAILED,SOBOL,,,1956,1131,1922,0.302566986378282332115219332991,0.735951850026845932895014357200,2.124071154739707534275794387213,str\(\'ks-test\'\),21,str\(\'bounded\'\)
385,,,,,,,,,,,,,,,385_0,FAILED,SOBOL,,,3623,3869,2809,0.916614277029410007280318950507,0.028136356880888342690827386150,5.812408359904774002302474400494,str\(\'t-test\'\),38,str\(\'bounded\'\)
386,,,,,,,,,,,,,,,386_0,FAILED,SOBOL,,,4278,2489,921,0.043596557430922985854060414113,0.370217928107827887185266035885,9.487893974841572486411678255536,str\(\'ks-test\'\),30,str\(\'bounded\'\)
387,,,,,,,,,,,,,,,387_0,FAILED,SOBOL,,,149,2510,3800,0.677071992075070738792419433594,0.892860973047092554288894916681,3.143054705604910736838064622134,str\(\'t-test\'\),10,str\(\'bounded\'\)
388,,,,,,,,,,,,,,,388_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,875,1320,3221,0.516348059711977835917195989168,0.752599496051669092366864788346,0.913452215692959756943025695364,str\(\'ks-test\'\),34,str\(\'bounded\'\)
389,,,,,,,,,,,,,,,389_0,FAILED,SOBOL,,,4720,3680,1435,0.140238019853830331307165124599,0.479413608586415629364552160041,7.102056346321479196603831951506,str\(\'t-test\'\),1,str\(\'bounded\'\)
390,,,,,,,,,,,,,,,390_0,FAILED,SOBOL,,,2855,99,4563,0.763260820629075187326861851034,0.137328470092266785584911303886,8.277274868173524424719289527275,str\(\'ks-test\'\),18,str\(\'bounded\'\)
391,,,,,,,,,,,,,,,391_0,RUNNING,SOBOL,,,1549,4901,83,0.390863363463431590094643297562,0.595694423617795121295159788133,4.432702859642915882432134822011,str\(\'t-test\'\),48,str\(\'bounded\'\)
392,,,,,,,,,,,,,,,392_0,RUNNING,SOBOL,,,1787,1885,4706,0.209678682221099726978863486693,0.111048723001033064483600298900,2.767258544796146413347059933585,str\(\'ks-test\'\),37,str\(\'bounded\'\)
393,,,,,,,,,,,,,,,393_0,RUNNING,SOBOL,,,2619,3115,572,0.570197818085551255684606530849,0.649255596766248332940563159354,8.916210516028106880526138411369,str\(\'t-test\'\),4,str\(\'bounded\'\)
394,,,,,,,,,,,,,,,394_0,RUNNING,SOBOL,,,4485,743,3705,0.446175022887066008436818265182,0.991344094328582281505646278674,5.094849447909743034301754960325,str\(\'ks-test\'\),15,str\(\'bounded\'\)
395,,,,,,,,,,,,,,,395_0,RUNNING,SOBOL,,,1113,4256,1563,0.834163380328565851051791923965,0.267965724123641835241471653717,1.288742243987508029334776438191,str\(\'t-test\'\),45,str\(\'bounded\'\)
396,,,,,,,,,,,,,,,396_0,RUNNING,SOBOL,,,385,526,1062,0.987027621071785654649488606083,0.377066348735243084266954838313,4.056621724000200934767690341687,str\(\'ks-test\'\),24,str\(\'bounded\'\)
397,,,,,,,,,,,,,,,397_0,RUNNING,SOBOL,,,4040,4474,4297,0.357389445016160600676613512405,0.850934266233816738456141592906,7.706493826563471039037267473759,str\(\'t-test\'\),41,str\(\'bounded\'\)
398,,,,,,,,,,,,,,,398_0,RUNNING,SOBOL,,,3385,1805,2404,0.731407159037887999453175780218,0.508841718085110139568882914318,6.384212496741675124667381169274,str\(\'ks-test\'\),27,str\(\'bounded\'\)
399,,,,,,,,,,,,,,,399_0,RUNNING,SOBOL,,,2191,3195,2944,0.113522613516077397477488375443,0.220152914879843591977603978194,0.079025684894993911133731501195,str\(\'t-test\'\),7,str\(\'bounded\'\)
400,,,,,,,,,,,,,,,400_0,RUNNING,SOBOL,,,2472,1697,410,0.800084678106009916653817981569,0.907050370438024389230236010917,8.067459972256793676592678821180,str\(\'t-test\'\),27,str\(\'bounded\'\)
401,,,,,,,,,,,,,,,401_0,RUNNING,SOBOL,,,3202,3302,4871,0.420069272553548200832551628991,0.321071918271482015239115526128,4.222981161168776864656138059217,str\(\'ks-test\'\),10,str\(\'bounded\'\)
402,,,,,,,,,,,,,,,402_0,RUNNING,SOBOL,,,3759,321,1752,0.544099685605615390748823756439,0.041357974568381909719061440001,0.400895075055770599981030954950,str\(\'t-test\'\),24,str\(\'bounded\'\)
403,,,,,,,,,,,,,,,403_0,RUNNING,SOBOL,,,568,4679,3519,0.175592369580641394222197959607,0.687758874941617248666148043412,6.589592403126880881814031454269,str\(\'ks-test\'\),44,str\(\'bounded\'\)
404,,,,,,,,,,,,,,,404_0,RUNNING,SOBOL,,,1061,871,4108,0.022735735537484289686682714660,0.578520110277458976533182521962,9.355984318603761451527134340722,str\(\'t-test\'\),14,str\(\'bounded\'\)
405,,,,,,,,,,,,,,,405_0,RUNNING,SOBOL,,,4594,4129,1248,0.632877656776458019649567177112,0.181662052430212495046646381525,3.011051851924508859781326464145,str\(\'ks-test\'\),47,str\(\'bounded\'\)
406,,,,,,,,,,,,,,,406_0,RUNNING,SOBOL,,,2671,2071,3107,0.258867553172633046987272109618,0.461380046719685188438830891755,1.689419253781437868511261513049,str\(\'t-test\'\),36,str\(\'bounded\'\)
407,,,,,,,,,,,,,,,407_0,RUNNING,SOBOL,,,1677,2929,2240,0.896233125239610628476327747194,0.797808038506656935773264649470,5.377663261503912828231932508061,str\(\'ks-test\'\),6,str\(\'bounded\'\)
408,,,,,,,,,,,,,,,408_0,RUNNING,SOBOL,,,1288,304,2627,0.703290050910785780047262960579,0.284933429675176763673505320185,7.424005896712653651547952904366,str\(\'t-test\'\),17,str\(\'bounded\'\)
409,,,,,,,,,,,,,,,409_0,RUNNING,SOBOL,,,3058,4696,2107,0.077559144083410497261255045487,0.946958001222461431822807753633,1.118759113689884454601042307331,str\(\'ks-test\'\),50,str\(\'bounded\'\)
410,,,,,,,,,,,,,,,410_0,RUNNING,SOBOL,,,4981,1427,3970,0.950569245828315589896817527915,0.667251876136288002427932042337,4.793749165566638659186082804808,str\(\'t-test\'\),33,str\(\'bounded\'\)
411,,,,,,,,,,,,,,,411_0,RUNNING,SOBOL,,,672,3572,754,0.328792655631899854995481291553,0.065648801028728484552310362687,8.443561296953818740007591259200,str\(\'ks-test\'\),3,str\(\'bounded\'\)
412,,,,,,,,,,,,,,,412_0,RUNNING,SOBOL,,,181,2304,1265,0.489508981294929979011243403875,0.206048418076708900192883788804,6.213005209468305700681867165258,str\(\'t-test\'\),30,str\(\'bounded\'\)
413,,,,,,,,,,,,,,,413_0,RUNNING,SOBOL,,,4148,2696,3388,0.853935390105471037180961957347,0.558161945890635280420610797592,2.406957976722158498716908070492,str\(\'ks-test\'\),13,str\(\'bounded\'\)
414,,,,,,,,,,,,,,,414_0,RUNNING,SOBOL,,,3592,1004,265,0.230904978912323727291422414964,0.837871638244018002161794811400,3.582748347950167833175783016486,str\(\'t-test\'\),20,str\(\'bounded\'\)
415,,,,,,,,,,,,,,,415_0,RUNNING,SOBOL,,,2085,3995,4379,0.615001295397058167502279957262,0.425328996136784542869690994848,9.731760290358215215178461221512,str\(\'ks-test\'\),41,str\(\'bounded\'\)
416,,,,,,,,,,,,,,,416_0,RUNNING,SOBOL,,,2128,2402,3658,0.889067360967397690707514357200,0.610775970557704606100912769762,8.622919626223854550062242196873,str\(\'t-test\'\),49,str\(\'bounded\'\)
417,,,,,,,,,,,,,,,417_0,RUNNING,SOBOL,,,3468,2600,1698,0.267250092027708885389358783868,0.149535636175423869431710954814,4.929106456695125260125678323675,str\(\'ks-test\'\),16,str\(\'bounded\'\)
418,,,,,,,,,,,,,,,418_0,RUNNING,SOBOL,,,4103,1181,4806,0.642219576735049479943029382412,0.493566424293443550830318145017,0.939457179674878739561449947360,str\(\'t-test\'\),2,str\(\'bounded\'\)
419,,,,,,,,,,,,,,,419_0,RUNNING,SOBOL,,,302,3821,541,0.016559808911755680149724412331,0.765735869251191636486453262478,7.288585058487020873485562333371,str\(\'ks-test\'\),32,str\(\'bounded\'\)
420,,,,,,,,,,,,,,,420_0,RUNNING,SOBOL,,,708,12,2461,0.167286388481035830366749905807,0.874851619893684984141657423606,9.911062075376509739044195157476,str\(\'t-test\'\),12,str\(\'bounded\'\)
421,,,,,,,,,,,,,,,421_0,RUNNING,SOBOL,,,4870,4990,2819,0.551189724918454859725613914634,0.353141232226043932929115953812,3.718169335172511580367427086458,str\(\'ks-test\'\),29,str\(\'bounded\'\)
422,,,,,,,,,,,,,,,422_0,RUNNING,SOBOL,,,3024,1370,952,0.426199930762872103429117487394,0.009106873122975228662667745994,2.227599796448834101880720481859,str\(\'t-test\'\),40,str\(\'bounded\'\)
423,,,,,,,,,,,,,,,423_0,RUNNING,SOBOL,,,1401,3633,4318,0.790788859359920048852643503778,0.719895760633051384758118729223,6.077647769343109018791437847540,str\(\'ks-test\'\),20,str\(\'bounded\'\)
424,,,,,,,,,,,,,,,424_0,RUNNING,SOBOL,,,1631,696,817,0.605520655402913665632524953253,0.238173882564529787453366793670,6.727568683939055382836613716790,str\(\'t-test\'\),9,str\(\'bounded\'\)
425,,,,,,,,,,,,,,,425_0,RUNNING,SOBOL,,,2791,4306,3836,0.237215818505734199472811951637,0.525907037377357444718484202895,0.573140673845075054870790154382,str\(\'ks-test\'\),26,str\(\'bounded\'\)
426,,,,,,,,,,,,,,,426_0,RUNNING,SOBOL,,,4637,1975,1964,0.861205610802397103498151409440,0.869944759266450984291907388979,4.084915258835070339671347028343,str\(\'t-test\'\),43,str\(\'bounded\'\)
427,,,,,,,,,,,,,,,427_0,RUNNING,SOBOL,,,938,3027,2679,0.481018178947269892109517286372,0.393141666796058442123751319741,7.895311146831140547419636277482,str\(\'ks-test\'\),23,str\(\'bounded\'\)
428,,,,,,,,,,,,,,,428_0,RUNNING,SOBOL,,,535,1757,4678,0.322557540997862823850539371051,0.252865067487582584337957314347,5.515729014840909272265889740083,str\(\'t-test\'\),46,str\(\'bounded\'\)
429,,,,,,,,,,,,,,,429_0,RUNNING,SOBOL,,,3873,3245,56,0.959973328066989761708782680216,0.979155799999833154068085150357,1.861568228203803299081187105912,str\(\'ks-test\'\),13,str\(\'bounded\'\)
430,,,,,,,,,,,,,,,430_0,RUNNING,SOBOL,,,3237,616,3168,0.086003845218569047181844666738,0.635114038677886183492660165939,2.873075720109045771977207550663,str\(\'t-test\'\),5,str\(\'bounded\'\)
431,,,,,,,,,,,,,,,431_0,RUNNING,SOBOL,,,2361,4387,1556,0.696065098630264444956594616087,0.097900854241102938657625998076,9.183738570817746804664238879923,str\(\'ks-test\'\),35,str\(\'bounded\'\)
432,,,,,,,,,,,,,,,432_0,RUNNING,SOBOL,,,2315,430,4020,0.384750491399317995355744415065,0.782726253625005474745535138936,1.421874641732312705144636311161,str\(\'ks-test\'\),5,str\(\'bounded\'\)
433,,,,,,,,,,,,,,,433_0,RUNNING,SOBOL,,,3343,4572,635,0.772543493093922783998550585238,0.449172642694786183881205943180,5.271862643450499597008729324443,str\(\'t-test\'\),38,str\(\'bounded\'\)
434,,,,,,,,,,,,,,,434_0,RUNNING,SOBOL,,,3919,1631,2512,0.148561311215162278331902712125,0.167509474664926522047281309824,8.783141665380448159794468665496,str\(\'ks-test\'\),45,str\(\'bounded\'\)
435,,,,,,,,,,,,,,,435_0,RUNNING,SOBOL,,,430,3372,2134,0.509245350001379826210268220166,0.565383975019678519657873039250,2.590188954000361309937261466985,str\(\'t-test\'\),16,str\(\'bounded\'\)
436,,,,,,,,,,,,,,,436_0,RUNNING,SOBOL,,,1224,2180,223,0.667713594650849673328707467590,0.705767990153282842591409007582,0.212094386545941232524725705844,str\(\'ks-test\'\),42,str\(\'bounded\'\)
437,,,,,,,,,,,,,,,437_0,RUNNING,SOBOL,,,4449,2822,4508,0.049785987250506875956279628781,0.058434432508423922447704512706,6.561282236534171197206433134852,str\(\'t-test\'\),25,str\(\'bounded\'\)
438,,,,,,,,,,,,,,,438_0,RUNNING,SOBOL,,,2506,803,1371,0.923763087952509498457231984503,0.340101639971137070794782175653,7.573361577815377110312056174735,str\(\'ks-test\'\),8,str\(\'bounded\'\)
439,,,,,,,,,,,,,,,439_0,RUNNING,SOBOL,,,1820,4199,3350,0.294198426600545626108385022235,0.923106697773560913589108167798,3.879608379462733847020672328654,str\(\'t-test\'\),28,str\(\'bounded\'\)
440,,,,,,,,,,,,,,,440_0,RUNNING,SOBOL,,,1428,1497,1863,0.105094389846548438849360707081,0.407308266393840323615904708277,3.317492269504815460834379337030,str\(\'ks-test\'\),39,str\(\'bounded\'\)
441,,,,,,,,,,,,,,,441_0,RUNNING,SOBOL,,,2900,3506,3495,0.738618608124554154592544819025,0.820806556893512562211867589212,9.628248317656106891604395059403,str\(\'t-test\'\),22,str\(\'bounded\'\)
442,,,,,,,,,,,,,,,442_0,RUNNING,SOBOL,,,4843,197,354,0.363641512999311078413455788905,0.539151214916259058362868472614,5.637874022641219617923979967600,str\(\'ks-test\'\),11,str\(\'bounded\'\)
443,,,,,,,,,,,,,,,443_0,RUNNING,SOBOL,,,832,4805,4995,0.977609559755772350442271090287,0.189972862074151649380837625358,1.983806433446705375089891276730,str\(\'t-test\'\),31,str\(\'bounded\'\)
444,,,,,,,,,,,,,,,444_0,RUNNING,SOBOL,,,36,1074,3006,0.826875373486429476876935495966,0.080749695606529711677801230962,4.607237047909759297681375755928,str\(\'ks-test\'\),2,str\(\'bounded\'\)
445,,,,,,,,,,,,,,,445_0,RUNNING,SOBOL,,,4310,3929,2272,0.454678971515968421979181357528,0.679440408406779217109772162075,8.417539738463238663257470761891,str\(\'t-test\'\),35,str\(\'bounded\'\)
446,,,,,,,,,,,,,,,446_0,RUNNING,SOBOL,,,3735,2197,4154,0.579661147817969291118345154246,0.961099321369081716071036680660,6.927618931418285441736770735588,str\(\'ks-test\'\),49,str\(\'bounded\'\)
447,,,,,,,,,,,,,,,447_0,RUNNING,SOBOL,,,1921,2805,1115,0.203380513025447740016460329571,0.298081060493364913277503092104,0.773097723881714049554148004972,str\(\'t-test\'\),19,str\(\'bounded\'\)
448,,,,,,,,,,,,,,,448_0,RUNNING,SOBOL,,,1878,1348,4236,0.746234475450590295508845883887,0.146550654234364641226306957833,3.917134001929313047440928130527,str\(\'t-test\'\),15,str\(\'bounded\'\)
449,,,,,,,,,,,,,,,449_0,RUNNING,SOBOL,,,3697,3651,1044,0.097233431372791528923826831488,0.621434090357273816174199509987,7.766492399421521142244273505639,str\(\'ks-test\'\),45,str\(\'bounded\'\)
450,,,,,,,,,,,,,,,450_0,RUNNING,SOBOL,,,4352,70,2922,0.970243652088567665181528809626,0.778345589077100163954980871495,6.288818302520551739576148975175,str\(\'t-test\'\),37,str\(\'bounded\'\)
451,,,,,,,,,,,,,,,451_0,RUNNING,SOBOL,,,72,4930,2348,0.371736961200833326834924719151,0.488633649393916125180936660399,0.095235875166952616011073473601,str\(\'ks-test\'\),5,str\(\'bounded\'\)
452,,,,,,,,,,,,,,,452_0,RUNNING,SOBOL,,,801,1239,594,0.462037759520113444633437893572,0.348329333590343570570269093878,2.706418364017270761223699082620,str\(\'t-test\'\),28,str\(\'bounded\'\)
453,,,,,,,,,,,,,,,453_0,RUNNING,SOBOL,,,4798,3761,4762,0.818788019021973068056752254051,0.887584115799516459865969864040,9.056234700756148114919596991967,str\(\'ks-test\'\),8,str\(\'bounded\'\)
454,,,,,,,,,,,,,,,454_0,RUNNING,SOBOL,,,2932,2381,1624,0.195757488857954742300648831588,0.730676660230383245853147400339,5.078102794980630996235504426295,str\(\'t-test\'\),25,str\(\'bounded\'\)
455,,,,,,,,,,,,,,,455_0,RUNNING,SOBOL,,,1475,2619,3722,0.587530192593112565724311480153,0.006242763727903366186011702155,1.384978046129457629476178226469,str\(\'ks-test\'\),43,str\(\'bounded\'\)
456,,,,,,,,,,,,,,,456_0,RUNNING,SOBOL,,,1862,555,1452,0.780531949304044236903621367674,0.523042461393401048042051115772,0.813098218963481556009753603576,str\(\'t-test\'\),32,str\(\'bounded\'\)
457,,,,,,,,,,,,,,,457_0,RUNNING,SOBOL,,,2543,4445,3282,0.377003289526328444480895996094,0.248955263622105127385708556176,7.123223955154419861912629130529,str\(\'ks-test\'\),11,str\(\'bounded\'\)
458,,,,,,,,,,,,,,,458_0,RUNNING,SOBOL,,,4408,1777,139,0.501033821549266566997005156736,0.405873696113005277830154682306,8.142591992031782410776941105723,str\(\'t-test\'\),22,str\(\'bounded\'\)
459,,,,,,,,,,,,,,,459_0,RUNNING,SOBOL,,,1188,3223,4585,0.156039521807804698605437465631,0.865133342090994128525949236064,4.487894202624448602989559731213,str\(\'ks-test\'\),39,str\(\'bounded\'\)
460,,,,,,,,,,,,,,,460_0,RUNNING,SOBOL,,,461,1994,2753,0.058004665108397607253820638107,0.974223510278388826755247009714,2.102519655881449622825130063575,str\(\'t-test\'\),19,str\(\'bounded\'\)
461,,,,,,,,,,,,,,,461_0,RUNNING,SOBOL,,,3965,3006,1900,0.660227320063859202114997515309,0.265474317006766769022618746021,5.913451391923241651227272086544,str\(\'ks-test\'\),48,str\(\'bounded\'\)
462,,,,,,,,,,,,,,,462_0,RUNNING,SOBOL,,,3310,636,3783,0.286217097489163296852865414621,0.108559459218755371967546352607,9.432013596571049873773517902009,str\(\'t-test\'\),34,str\(\'bounded\'\)
463,,,,,,,,,,,,,,,463_0,RUNNING,SOBOL,,,2268,4364,860,0.931502173781394993135052118305,0.632128586430102612503389991616,3.278121471771970441011490038363,str\(\'ks-test\'\),1,str\(\'bounded\'\)
464,,,,,,,,,,,,,,,464_0,RUNNING,SOBOL,,,2397,821,3405,0.244824893338605770187754728795,0.444360749635845431182445963714,6.118220113800838966255923878634,str\(\'ks-test\'\),32,str\(\'bounded\'\)
465,,,,,,,,,,,,,,,465_0,RUNNING,SOBOL,,,3279,4179,1326,0.597670318797230759599869998056,0.795458758825436262895891559310,2.424997846602462203691175091080,str\(\'t-test\'\),3,str\(\'bounded\'\)
466,,,,,,,,,,,,,,,466_0,RUNNING,SOBOL,,,3835,2121,4435,0.473647404627874468729942236678,0.576164880193769879390686128318,3.443869724432937928781939262990,str\(\'ks-test\'\),17,str\(\'bounded\'\)
